Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-06,nan,nan,nan,6155.52,520571917.0,23.02,,,,
2026-08-07,nan,nan,nan,6164.5,479106772.0,23.03,,,,
2026-08-10,nan,nan,nan,6160.86,420058587.0,22.96,,,,
2026-08-11,nan,nan,nan,6147.08,427589917.0,22.89,,,,
2026-08-12,nan,nan,nan,6161.47,502492071.0,22.98,,,,
2026-08-13,nan,nan,nan,6155.2,376291651.0,22.98,,,,
2026-08-14,nan,nan,nan,6136.11,390466719.0,22.9,,,,
2026-08-17,nan,nan,nan,6142.51,338566782.0,22.82,,,,
2026-08-18,nan,nan,nan,6117.32,301414147.0,22.72,,,,
2026-08-19,nan,nan,nan,6087.95,319647546.0,22.6,,,,
2026-08-20,nan,nan,nan,6106.65,320783870.0,22.67,,,,
2026-08-21,nan,nan,nan,6101.58,310121336.0,22.65,,,,
2026-08-24,nan,nan,nan,6098.53,345680848.0,22.64,,,,
2026-08-25,nan,nan,nan,6130.67,446938361.0,22.76,,,,
2026-08-26,nan,nan,nan,6123.96,441784585.0,22.74,,,,
2026-08-27,nan,nan,nan,6113.9,443179325.0,22.7,,,,
2026-08-28,nan,nan,nan,6095.42,363710074.0,22.63,,,,
2026-08-31,nan,nan,nan,6091.89,617557186.0,22.33,,,,
