Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2023-04-12,,,,28009.09,105862727,18.6,,,,
2024-02-12,,,,42629.23,680020821,22.5,,,,
2024-02-13,,,,42774.46,721751811,22.45,,,,
2024-02-14,,,,43203.36,502587017,22.68,,,,
2024-02-15,,,,43747.89,580493881,22.96,,,,
2024-02-16,,,,43989.82,419956526,23.2,,,,
2024-02-19,,,,44219.87,433558929,23.22,,,,
2024-02-20,,,,44013.99,341306030,23.11,,,,
2024-02-21,,,,43423.2,323123336,22.8,,,,
2024-02-22,,,,43806.84,401482089,23,,,,
2024-02-23,,,,44062.78,291173316,23.13,,,,
2024-02-26,,,,43845.72,310982744,23.02,,,,
2024-02-27,,,,43781.7,278845647,22.97,,,,
2024-02-28,,,,43041.21,290910691,22.59,,,,
2024-02-29,,,,43433.42,531050061,22.79,,,,
2024-03-01,,,,43945.63,271979361,23.06,,,,
2024-03-02,,,,44213.19,35692202,23.2,,,,
2024-03-04,,,,44252.9,262811384,23.22,,,,
2024-03-05,,,,44071.23,317319195,23.13,,,,
2024-03-06,,,,43830.99,341344770,23,,,,
2024-03-07,,,,43903.46,207411935,23.04,,,,
2024-03-11,,,,43730.73,259452172,22.95,,,,
2024-03-12,,,,43166.94,279055770,22.65,,,,
2024-03-13,,,,41235.16,483766499,21.64,,,,
2024-03-14,,,,42323.04,543867963,22.21,,,,
2024-03-15,,,,42313.11,558957456,22.21,,,,
2024-03-18,,,,42041.99,315308490,22.06,,,,
2024-03-19,,,,41575.46,268235658,21.82,,,,
2024-03-20,,,,41597.03,275245940,21.83,,,,
2024-03-21,,,,42779.28,339926583,22.45,,,,
2024-03-22,,,,42967.31,265009092,22.55,,,,
2024-03-26,,,,43542.12,293248074,22.85,,,,
2024-03-27,,,,43574.05,399765869,22.86,,,,
2024-03-28,,,,43604.09,280677645,22.88,,,,
2024-04-01,,,,44357.04,290893596,23.28,,,,
2024-04-02,,,,44826.11,341148630,23.53,,,,
2024-04-03,,,,45222.34,317993538,23.73,,,,
2024-04-04,,,,45206.67,299715864,23.73,,,,
2024-04-05,,,,45418.09,346012714,23.84,,,,
2024-04-08,,,,45243.04,262571257,23.74,,,,
2024-04-09,,,,45167.6,316587133,23.7,,,,
2024-04-10,,,,45386.09,297445495,23.82,,,,
2024-04-12,,,,45106.01,258193715,23.67,,,,
2024-04-15,,,,44454.42,306450361,23.33,,,,
2024-04-16,,,,44565.88,246751808,23.39,,,,
2024-04-18,,,,44409.17,232389711,23.31,,,,
2024-04-19,,,,44224.96,262341379,23.21,,,,
2024-04-22,,,,44486.32,202512962,23.32,,,,
2024-04-23,,,,44830.81,255199788,23.47,,,,
2024-04-24,,,,45213.31,282268921,23.67,,,,
2024-04-25,,,,45613.77,277348897,23.86,,,,
2024-04-26,,,,46075.79,472966728,24.04,,,,
