Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2018-04-18,,,,9276.34,68608001,28.55,,,,
2018-04-19,,,,9298.84,52038987,28.62,,,,
2018-04-20,,,,9394.16,69966638,28.92,,,,
2018-04-23,,,,9398.3,65454289,28.93,,,,
2018-04-24,,,,9354.19,45783349,28.79,,,,
2018-04-25,,,,9375.98,49321724,28.86,,,,
2018-04-26,,,,9422.36,80414040,29,,,,
2018-04-27,,,,9419.68,49673866,28.99,,,,
2018-04-30,,,,9497.67,42284840,29.23,,,,
2018-05-02,,,,9407.85,81793041,28.96,,,,
2018-05-03,,,,9273.2,56087287,28.54,,,,
2018-05-04,,,,9190.59,71980047,28.29,,,,
2018-05-07,,,,9247.47,62314522,28.46,,,,
2018-05-08,,,,9252.06,58217508,28.48,,,,
2018-05-09,,,,9246.92,37323137,28.46,,,,
2018-05-10,,,,9208.7,46095997,28.34,,,,
2018-05-11,,,,9273.85,50056416,28.55,,,,
2018-05-14,,,,9272.61,47271582,28.54,,,,
2018-05-15,,,,9266.79,50498671,28.52,,,,
2018-05-16,,,,9307.73,55676389,28.65,,,,
2018-05-17,,,,9280.99,54504097,28.57,,,,
2018-05-18,,,,9267.7,52058556,28.53,,,,
2018-05-21,,,,9184.79,48645245,28.27,,,,
2018-05-22,,,,9240.52,42027575,28.44,,,,
2018-05-23,,,,9190.32,43926171,28.29,,,,
2018-05-24,,,,9242.32,51792007,28.45,,,,
2018-05-25,,,,9358.28,54424141,28.8,,,,
2018-05-28,,,,9387.8,51231907,28.58,,,,
2018-05-29,,,,9359.25,46014613,28.49,,,,
2018-05-30,,,,9352.23,51965304,28.47,,,,
2018-05-31,,,,9391.42,109915817,28.43,,,,
2018-06-01,,,,9345.11,46549729,28.29,,,,
2018-06-04,,,,9310.25,43136746,28.18,,,,
2018-06-05,,,,9224.64,50751724,27.92,,,,
2018-06-06,,,,9321.13,48678389,28.22,,,,
2018-06-07,,,,9403.29,45320701,28.47,,,,
2018-06-08,,,,9400.44,51470226,28.46,,,,
2018-06-11,,,,9398.35,53323753,28.62,,,,
2018-06-12,,,,9438.26,48611304,28.72,,,,
2018-06-13,,,,9482.58,50016298,28.85,,,,
2018-06-14,,,,9455.22,48434384,28.77,,,,
2018-06-15,,,,9499.62,70846450,28.9,,,,
2018-06-18,,,,9458.5,40359721,28.75,,,,
2018-06-19,,,,9355.23,40762366,28.43,,,,
2018-06-20,,,,9350.21,44992941,28.25,,,,
2018-06-21,,,,9286.59,45112391,27.99,,,,
2018-06-22,,,,9312.72,50788813,28.07,,,,
2018-06-25,,,,9293.62,44225773,28.01,,,,
2018-06-26,,,,9353.63,55011947,28.09,,,,
2018-06-27,,,,9327.8,63574756,28.01,,,,
2018-06-28,,,,9213.47,93368944,27.67,,,,
2018-06-29,,,,9337.64,61651437,29.27,,,,
2018-07-02,,,,9340.41,55428791,29.28,,,,
2018-07-03,,,,9393.2,48557045,29.45,,,,
2018-07-04,,,,9431.0,41148077,29.56,,,,
2018-07-05,,,,9403.06,60727540,29.48,,,,
2018-07-06,,,,9437.17,62592604,29.58,,,,
2018-07-09,,,,9542.92,53960930,29.91,,,,
2018-07-10,,,,9604.37,68698061,30.11,,,,
2018-07-11,,,,9587.67,85532264,30.03,,,,
2018-07-12,,,,9572.29,67632490,29.98,,,,
2018-07-13,,,,9571.7,73640159,29.98,,,,
2018-07-16,,,,9514.02,63612432,29.8,,,,
2018-07-17,,,,9531.67,60222611,29.85,,,,
2018-07-18,,,,9514.88,47370202,29.8,,,,
2018-07-19,,,,9493.86,40974183,29.73,,,,
2018-07-20,,,,9508.27,49599889,29.78,,,,
2018-07-23,,,,9572.12,76114353,29.98,,,,
2018-07-24,,,,9598.55,58186632,30.06,,,,
2018-07-25,,,,9566.84,69569003,29.96,,,,
2018-07-26,,,,9543.47,80529247,29.89,,,,
2018-07-27,,,,9657.22,117887052,30.24,,,,
2018-07-30,,,,9674.33,55665342,30.3,,,,
2018-07-31,,,,9786.33,92013984,30.65,,,,
2018-08-01,,,,9799.67,82192267,30.69,,,,
2018-08-02,,,,9741.61,57909821,30.51,,,,
2018-08-03,,,,9788.06,55576406,30.53,,,,
2018-08-06,,,,9764.11,46015841,30.32,,,,
2018-08-07,,,,9800.35,51389283,30.43,,,,
2018-08-08,,,,9809.24,41908050,30.23,,,,
2018-08-09,,,,9823.18,46026962,30.21,,,,
2018-08-10,,,,9847.7,54041963,30.22,,,,
2018-08-13,,,,9837.17,61636084,30.08,,,,
2018-08-14,,,,9920.01,54566872,30.33,,,,
2018-08-16,,,,9915.5,61861429,30.31,,,,
2018-08-17,,,,9992.97,58447741,30.55,,,,
2018-08-20,,,,10030.68,64674506,30.67,,,,
2018-08-21,,,,10071.74,68986217,30.79,,,,
2018-08-23,,,,10167.91,72593299,31.09,,,,
2018-08-24,,,,10075.94,110827062,30.71,,,,
2018-08-27,,,,10167.33,44620441,33.78,,,,
2018-08-28,,,,10167.65,49983435,33.74,,,,
2018-08-29,,,,10121.31,51529880,33.58,,,,
2018-08-30,,,,10100.51,74487064,33.51,,,,
2018-08-31,,,,10169.17,69866826,33.69,,,,
2018-09-03,,,,10079.45,51681437,33.39,,,,
2018-09-04,,,,9917.43,72945073,32.86,,,,
2018-09-05,,,,9890.19,67316927,32.77,,,,
2018-09-06,,,,9908.06,52078227,32.83,,,,
2018-09-07,,,,9992.86,44799388,33.11,,,,
2018-09-10,,,,9850.89,51548096,32.64,,,,
2018-09-11,,,,9713.98,86380888,32.18,,,,
2018-09-12,,,,9809.71,72319990,32.5,,,,
2018-09-14,,,,9914.24,61687808,32.85,,,,
2018-09-17,,,,9851.31,42206411,32.64,,,,
2018-09-18,,,,9797.94,54650272,32.46,,,,
2018-09-19,,,,9764.97,50630557,32.35,,,,
2018-09-21,,,,9691.51,88098713,32.11,,,,
2018-09-24,,,,9575.95,60572566,31.72,,,,
2018-09-25,,,,9647.61,63478618,31.96,,,,
2018-09-26,,,,9579.24,67143018,31.74,,,,
2018-09-27,,,,9551.86,83378678,31.65,,,,
2018-09-28,,,,9418.17,79035234,31.21,,,,
2018-10-01,,,,9541.04,53105292,31.62,,,,
2018-10-03,,,,9376.94,57078295,31.07,,,,
2018-10-04,,,,9118.49,62680904,30.22,,,,
2018-10-05,,,,9002.12,76058964,29.83,,,,
