Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2017-07-13,,,,6246.52,89124018,18.24,,,,
2017-07-14,,,,6257.54,85728250,18.25,,,,
2017-07-17,,,,6275.15,86999832,18.3,,,,
2017-07-18,,,,6248.05,214349087,18.26,,,,
2017-07-19,,,,6308.8,114605756,18.44,,,,
2017-07-20,,,,6261.68,89063756,18.3,,,,
2017-07-21,,,,6286.29,85906046,18.37,,,,
2017-07-24,,,,6305.67,81218767,18.43,,,,
2017-07-25,,,,6302.31,64604211,18.42,,,,
2017-07-26,,,,6320.4,64816580,18.47,,,,
2017-07-27,,,,6307.39,120874406,18.44,,,,
2017-07-28,,,,6314.33,84514939,18.46,,,,
2017-07-31,,,,6333.3,94345513,18.51,,,,
2017-08-01,,,,6361.52,98670284,18.64,,,,
2017-08-02,,,,6350.38,67331690,18.59,,,,
2017-08-03,,,,6367.12,93651462,18.73,,,,
2017-08-04,,,,6444.74,103236086,18.9,,,,
2017-08-07,,,,6495.88,66408840,19.02,,,,
2017-08-08,,,,6419.41,71337548,18.8,,,,
2017-08-09,,,,6371.12,59927886,18.65,,,,
2017-08-10,,,,6274.87,78616041,18.37,,,,
2017-08-11,,,,6260.8,81527567,18.33,,,,
2017-08-14,,,,6349.04,50381291,18.59,,,,
2017-08-16,,,,6379.23,84800202,18.68,,,,
2017-08-17,,,,6387.89,100469728,18.7,,,,
2017-08-18,,,,6392.8,160287036,18.7,,,,
2017-08-21,,,,6315.55,117095215,18.81,,,,
2017-08-22,,,,6339.28,94932672,19.29,,,,
2017-08-23,,,,6364.66,79845531,19.36,,,,
2017-08-24,,,,6385.37,83756596,19.43,,,,
2017-08-28,,,,6423.46,82442504,19.54,,,,
2017-08-29,,,,6380.09,68197424,19.41,,,,
2017-08-30,,,,6460.31,72538360,19.66,,,,
2017-08-31,,,,6488.17,123719861,19.74,,,,
2017-09-01,,,,6513.13,62065494,20.13,,,,
