Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2022-09-08,47.9,48.45,46.1,47.2,1222659,,,
2022-09-09,47.8,49.0,47.6,47.8,2041866,,,
2022-09-12,48.0,48.65,47.7,47.95,978041,,,
2022-09-13,48.3,48.7,47.55,48.4,1270026,,,
2022-09-14,47.5,51.85,47.35,51.05,3855405,,,
2022-09-15,51.95,52.0,50.5,50.9,1512340,,,
2022-09-16,50.5,50.8,49.3,49.5,1530252,,,
2022-09-19,49.7,50.55,49.15,49.75,1069308,,,
2022-09-20,50.15,50.9,49.85,50.35,768092,,,
2022-09-21,50.15,51.3,49.75,50.05,1062684,,,
2022-09-22,49.8,51.2,49.6,50.6,703729,,,
2022-09-23,50.6,50.7,48.75,49.3,635233,,,
2022-09-26,48.8,49.0,47.65,48.0,1039664,,,
2022-09-27,47.7,49.15,47.7,48.2,515842,,,
2022-09-28,48.0,48.45,45.8,47.55,653411,,,
2022-09-29,48.6,48.6,47.5,47.7,333064,,,
2022-09-30,47.0,50.65,47.0,50.0,1931594,,,
2022-10-03,50.0,50.1,48.55,49.0,2365661,,,
2022-10-04,49.6,50.35,49.6,49.85,504989,,,
2022-10-06,50.1,51.1,49.65,50.0,3017216,,,
2022-10-07,51.5,51.75,50.4,50.85,2387993,,,
2022-10-10,50.0,51.15,49.5,50.1,978008,,,
2022-10-11,50.1,51.35,48.6,48.95,875839,,,
2022-10-12,49.2,49.4,48.2,48.45,422570,,,
2022-10-13,48.7,49.05,48.0,48.2,290049,,,
2022-10-14,48.85,50.9,47.8,48.0,546411,,,
2022-10-17,48.0,48.45,47.2,47.8,458064,,,
2022-10-18,48.05,48.25,47.45,47.65,332705,,,
2022-10-19,47.85,48.25,47.4,47.55,372512,,,
2022-10-20,47.4,48.1,47.2,47.35,402586,,,
2022-10-21,47.55,47.8,47.2,47.25,297132,,,
2022-10-24,47.95,48.4,47.55,47.9,164242,,,
2022-10-25,48.1,48.35,47.55,48.1,344258,,,
2022-10-27,48.55,49.55,48.2,48.35,883512,,,
2022-10-28,49.0,49.6,48.6,49.0,763433,,,
2022-10-31,49.1,50.3,49.1,50.1,1141340,,,
2022-11-01,51.5,52.1,50.25,51.05,4033434,,,
2022-11-02,51.05,51.05,49.3,49.55,915866,,,
2022-11-03,49.8,49.8,48.5,49.0,1475035,,,
2022-11-04,49.1,50.05,49.0,49.95,810971,,,
2022-11-07,50.2,52.45,50.15,51.2,3908088,,,
2022-11-09,52.0,52.0,51.25,51.5,1219912,,,
2022-11-10,51.7,52.85,51.1,51.45,2223070,,,
2022-11-11,55.0,55.45,53.0,53.7,5633330,,,
2022-11-14,54.5,54.5,53.0,53.45,1586852,,,
2022-11-15,53.45,53.65,51.7,51.95,1181417,,,
2022-11-16,51.95,52.35,49.8,50.8,2096014,,,
2022-11-17,51.0,57.05,50.25,53.5,9767230,,,
2022-11-18,53.25,54.65,52.95,53.9,3657207,,,
2022-11-21,52.6,53.7,52.5,52.7,966579,,,
2022-11-22,52.8,53.0,51.65,52.25,591633,,,
2022-11-23,52.5,53.1,52.4,52.65,644976,,,
2022-11-24,52.85,54.2,52.1,52.3,1237700,,,
2022-11-25,51.8,53.95,51.8,53.4,1237084,,,
2022-11-28,53.45,53.85,53.2,53.6,730328,,,
2022-11-29,53.6,54.0,53.5,53.65,1421357,,,
2022-11-30,53.95,57.9,53.8,57.15,8137204,,,
2022-12-01,58.0,58.4,55.7,56.25,2480540,,,
2022-12-02,56.1,57.45,55.5,56.65,1294276,,,
2022-12-05,56.9,57.2,55.5,55.95,1287524,,,
2022-12-06,55.0,60.95,55.0,59.1,10221118,,,
2022-12-07,59.65,59.9,58.1,58.35,1367174,,,
2022-12-08,58.35,59.3,57.95,58.6,1003605,,,
2022-12-09,58.9,60.2,54.7,56.5,2881271,,,
2022-12-12,56.7,58.3,55.8,57.65,1704831,,,
2022-12-13,57.65,63.15,57.65,62.1,7552575,,,
2022-12-14,62.6,62.6,60.0,60.65,3297830,,,
2022-12-15,60.5,61.65,58.6,59.15,2080624,,,
2022-12-16,58.4,59.45,56.75,57.1,2900628,,,
2022-12-19,57.4,57.85,56.1,57.2,1231296,,,
2022-12-20,57.5,58.45,55.05,56.25,1982396,,,
2022-12-21,56.7,57.3,53.6,54.2,1395808,,,
2022-12-22,55.0,55.35,51.55,52.5,1795368,,,
2022-12-23,51.55,52.1,50.5,51.35,1933055,,,
2022-12-26,53.3,54.5,52.4,54.15,1611361,,,
2022-12-27,56.55,58.5,55.1,57.1,4446385,,,
2022-12-28,57.5,59.4,56.55,57.15,4267014,,,
2022-12-29,57.0,57.05,55.6,56.7,967191,,,
2022-12-30,57.15,59.15,56.95,58.35,2379622,,,
2023-01-02,58.5,60.75,57.65,59.95,2756216,,,
2023-01-03,60.2,60.7,59.1,59.35,2478430,,,
2023-01-04,62.0,63.9,59.05,59.65,18992768,,,
2023-01-05,60.25,61.1,59.0,59.15,4162789,,,
2023-01-06,59.5,59.9,58.0,58.7,2938774,,,
2023-01-09,59.05,59.15,56.3,57.15,2820391,,,
2023-01-10,57.3,57.4,56.0,56.15,1264616,,,
2023-01-11,56.15,56.45,54.85,55.75,1865956,,,
2023-01-12,56.2,56.25,55.05,55.8,1460432,,,
2023-01-13,55.95,56.5,55.55,55.9,1238916,,,
2023-01-16,56.2,56.75,55.9,56.55,1862053,,,
2023-01-17,57.1,58.15,55.8,55.95,3317036,,,
2023-01-18,55.7,56.9,55.65,56.5,2621645,,,
2023-01-19,56.5,57.5,56.05,56.2,2101830,,,
2023-01-20,56.2,56.9,55.6,56.6,2175431,,,
2023-01-23,56.8,57.15,56.1,56.25,1771616,,,
2023-01-24,56.25,56.3,55.0,55.25,1238350,,,
2023-01-25,55.2,55.55,54.0,54.8,1032285,,,
2023-01-27,54.8,55.35,52.9,54.65,2191058,,,
2023-01-30,54.6,54.6,52.55,54.1,2633145,,,
2023-01-31,54.15,54.85,53.35,54.3,1870139,,,
2023-02-01,54.55,57.2,52.7,53.2,4562079,,,
2023-02-02,52.7,55.45,52.25,54.9,1527897,,,
2023-02-03,53.95,54.95,53.05,53.65,2000730,,,
2023-02-06,53.65,54.3,53.25,53.45,1400966,,,
2023-02-07,53.8,54.2,53.15,54.0,1085430,,,
2023-02-08,53.9,56.2,53.5,55.75,2627118,,,
2023-02-09,58.4,58.85,55.65,58.0,9581265,,,
2023-02-10,59.0,60.9,57.6,60.05,8099147,,,
2023-02-13,60.65,60.75,58.2,59.95,3622626,,,
2023-02-14,59.35,59.6,58.05,58.9,2024313,,,
2023-02-15,59.05,59.5,58.3,58.8,1527229,,,
2023-02-16,60.2,60.2,58.05,58.8,1941269,,,
2023-02-17,58.8,59.8,58.2,58.45,1816247,,,
2023-02-20,60.0,63.0,58.65,61.9,14201419,,,
2023-02-21,62.8,64.3,61.25,63.05,9120415,,,
2023-02-22,63.05,64.0,61.85,63.9,5221017,,,
2023-02-23,63.9,70.75,63.1,69.55,18138789,,,
2023-02-24,69.95,70.25,65.0,67.15,8443204,,,
2023-02-27,67.0,70.4,66.85,69.45,9703171,,,
2023-02-28,70.0,73.4,69.15,71.5,17366572,,,
2023-03-01,72.1,73.5,71.55,72.7,6756085,,,
2023-03-02,73.0,74.8,72.1,73.6,5689399,,,
2023-03-03,74.35,76.85,73.7,75.8,6790090,,,
2023-03-06,76.2,77.9,72.45,73.3,6712043,,,
2023-03-08,73.4,75.65,72.0,74.95,4498951,,,
2023-03-09,75.8,77.4,72.35,73.25,8820989,,,
2023-03-10,70.0,70.0,63.55,68.7,26226949,,,
