Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2021-09-15,,,,7234.91,1319887969,54.79,,,,
2021-09-16,,,,7275.35,2526354087,55.1,,,,
2021-09-17,,,,7213.23,1617906744,54.63,,,,
2021-09-20,,,,7041.88,828860031,53.33,,,,
2021-09-21,,,,7078.98,761892777,53.61,,,,
2021-09-22,,,,7289.02,622813170,55.2,,,,
2021-09-23,,,,7395.04,611025873,56,,,,
2021-09-24,,,,7326.17,1123642046,55.48,,,,
2021-09-27,,,,7367.05,482976541,55.79,,,,
2021-09-28,,,,7299.51,465118607,55.28,,,,
2021-09-29,,,,7374.67,579938191,55.85,,,,
2021-09-30,,,,7401.59,301993058,28.72,,,,
2021-10-01,,,,7375.01,229770788,28.62,,,,
2021-10-04,,,,7498.5,199834810,29.1,,,,
2021-10-05,,,,7536.68,284696827,29.24,,,,
2021-10-06,,,,7434.7,222517363,28.85,,,,
2021-10-07,,,,7621.98,198806826,29.58,,,,
2021-10-08,,,,7608.71,134535516,29.52,,,,
2021-10-11,,,,7717.59,227020003,29.95,,,,
2021-10-12,,,,7802.07,259255835,30.27,,,,
2021-10-13,,,,7930.09,528139120,30.77,,,,
2021-10-14,,,,7932.26,285145716,30.78,,,,
2021-10-18,,,,8066.31,463841782,31.3,,,,
2021-10-19,,,,7852.43,398657469,30.47,,,,
2021-10-20,,,,7755.16,362610168,30.09,,,,
2021-10-21,,,,7772.96,250536605,30.16,,,,
2021-10-22,,,,7754.22,387946406,30.09,,,,
2021-10-25,,,,7595.51,278927498,29.89,,,,
2021-10-26,,,,7798.55,315274051,30.39,,,,
2021-10-27,,,,7793.38,228766838,30.06,,,,
2021-10-28,,,,7636.53,205551332,29.46,,,,
2021-10-29,,,,7638.7,284359598,29.47,,,,
2021-11-01,,,,7775.41,188322811,29.43,,,,
2021-11-02,,,,7875.53,234642491,29.12,,,,
2021-11-03,,,,7866.86,172459332,29.09,,,,
2021-11-04,,,,7919.73,30409478,29.28,,,,
2021-11-08,,,,8036.7,163749165,29.53,,,,
2021-11-09,,,,8124.44,277033112,29.86,,,,
2021-11-10,,,,8079.25,144968009,29.69,,,,
2021-11-11,,,,7998.65,153215555,29.68,,,,
2021-11-12,,,,8011.89,146009854,29.73,,,,
2021-11-15,,,,8046.57,137170130,29.52,,,,
2021-11-16,,,,8021.12,182619870,29.18,,,,
2021-11-17,,,,7949.46,147096026,28.92,,,,
2021-11-18,,,,7798.52,190199606,28.37,,,,
2021-11-22,,,,7556.1,182737783,27.49,,,,
2021-11-23,,,,7719.63,187968433,28.08,,,,
2021-11-24,,,,7712.13,181791289,28.05,,,,
2021-11-25,,,,7737.27,149066920,28.15,,,,
2021-11-26,,,,7419.75,248330331,26.99,,,,
2021-11-29,,,,7299.79,204114213,26.55,,,,
2021-11-30,,,,7299.68,490955770,26.55,,,,
2021-12-01,,,,7396.93,168543541,26.91,,,,
2021-12-02,,,,7470.51,172220400,27.18,,,,
2021-12-03,,,,7476.1,170549417,27.2,,,,
2021-12-06,,,,7390.55,143262533,26.88,,,,
2021-12-07,,,,7490.53,131188573,27.25,,,,
2021-12-08,,,,7611.97,121816907,27.69,,,,
2021-12-09,,,,7636.35,123327601,27.78,,,,
2021-12-10,,,,7690.25,146391765,27.97,,,,
2021-12-13,,,,7647.14,143167789,27.82,,,,
2021-12-14,,,,7622.94,108077337,27.73,,,,
2021-12-15,,,,7554.58,122845220,27.48,,,,
2021-12-16,,,,7516.99,123900677,27.34,,,,
2021-12-17,,,,7284.57,158804422,26.5,,,,
2021-12-20,,,,7016.15,188041656,25.52,,,,
2021-12-21,,,,7118.91,149516448,25.9,,,,
2021-12-22,,,,7229.11,164083077,26.3,,,,
2021-12-23,,,,7303.28,109042788,26.57,,,,
2021-12-24,,,,7206.01,92326477,26.21,,,,
2021-12-27,,,,7209.9,108175034,26.23,,,,
2021-12-28,,,,7274.62,96955798,26.46,,,,
2021-12-29,,,,7277.05,86226879,26.47,,,,
2021-12-30,,,,7262.48,146295185,26.42,,,,
2021-12-31,,,,7357.96,103859464,26.8,,,,
2022-01-03,,,,7465.92,123830329,27.19,,,,
2022-01-04,,,,7511.53,132592881,27.36,,,,
2022-01-05,,,,7551.88,121940765,27.5,,,,
2022-01-06,,,,7592.37,111558676,27.65,,,,
2022-01-07,,,,7657.65,117216288,27.89,,,,
2022-01-10,7688.85,7744.35,7684.7,7737.15,118927456,28.18,,,,
2022-01-11,7736.5,7794.8,7731.05,7776.0,113974601,28.32,,,,
2022-01-12,7808.6,7892.9,7785.35,7885.85,130488857,28.72,,,,
2022-01-13,7899.85,7946.65,7840.05,7936.9,133440693,28.91,,,,
2022-01-14,7913.8,7970.65,7880.05,7940.6,104241280,28.92,,,,
2022-01-17,7952.6,7977,7927.9,7942.7,110799435,28.93,,,,
2022-01-18,7975.6,7996.3,7749.65,7777.9,120799236,28.33,,,,
2022-01-19,7774.8,7785.65,7685.55,7778.25,124004770,28.33,,,,
2022-01-20,7784.6,7797.55,7708,7747.65,125722150,28.22,,,,
2022-01-21,7705.65,7708.7,7489.95,7549.75,136882881,27.5,,,,
2022-01-24,7548.9,7561.6,7188.25,7263.9,174099720,26.42,,,,
2022-01-25,7191.4,7375.25,7097.75,7363.4,206868575,26.78,,,,
2022-01-27,7307.3,7365.95,7185.85,7349.15,182159121,26.89,,,,
2022-01-28,7420.5,7579.8,7392.15,7411.95,182127595,26.82,,,,
2022-01-31,7504.05,7543.8,7458.8,7514.85,143817105,27.15,,,,
2022-02-01,7586.7,7610.65,7462.15,7599.95,185908188,27.42,,,,
2022-02-02,7640.7,7715.6,7634.35,7691.5,141360435,27.75,,,,
2022-02-03,7677.3,7696.35,7599.7,7620.95,144234629,27.5,,,,
2022-02-04,7598.6,7625.65,7492.1,7504.7,157127681,26.39,,,,
2022-02-07,7524.75,7557.75,7394.6,7445.55,127292017,26.17,,,,
2022-02-08,7480.6,7506.75,7305.35,7393.9,179362192,25.67,,,,
2022-02-09,7426.9,7516.8,7420.25,7509.2,118589860,26.1,,,,
2022-02-10,7536.2,7570.25,7465.25,7526.5,161201185,26.25,,,,
2022-02-11,7484.05,7511.15,7343.6,7362.15,142205727,25.28,,,,
2022-02-14,7201.55,7220.1,7024.55,7047.0,183837669,23.98,,,,
2022-02-15,7086.6,7324.8,7004.3,7310.1,165765988,24.95,,,,
2022-02-16,7353.25,7389.6,7263.8,7290.95,160963620,24.88,,,,
2022-02-17,7324.5,7360.8,7260.1,7276.3,108038154,24.83,,,,
2022-02-18,7234.6,7299.35,7198.35,7210.45,83809424,24.61,,,,
2022-02-21,7176.25,7224.9,7099.7,7145.8,125898857,24.38,,,,
2022-02-22,6957.45,7099.15,6954.5,7086.45,133706939,24.18,,,,
2022-02-23,7152.85,7184.5,7083.65,7095.4,112392943,24.21,,,,
2022-02-24,6890.15,6932.7,6644.75,6660.25,274031781,22.73,,,,
2022-02-25,6825.6,6977.9,6821.3,6946.0,208386445,23.7,,,,
2022-02-28,6874.9,7024.3,6801.1,7009.7,177135227,23.92,,,,
2022-03-02,6946.75,7010.8,6920.6,6989.9,145003704,23.85,,,,
2022-03-03,7068.55,7086.5,6894.4,6915.4,126590960,23.6,,,,
2022-03-04,6861.35,6870,6734.65,6747.8,174907614,23.03,,,,
2022-03-07,6618.5,6618.5,6479.85,6575.65,190570931,22.44,,,,
2022-03-08,6558.05,6688,6487,6672.7,201403871,22.77,,,,
2022-03-09,6734.6,6874.85,6697.6,6848.4,173264131,23.37,,,,
2022-03-10,7011.75,7020.55,6856.8,6896.35,187857141,23.53,,,,
2022-03-11,6868.6,6942.6,6837.2,6935.0,126860263,23.67,,,,
2022-03-14,6947.8,7002.95,6861.3,6948.3,134248722,23.71,,,,
2022-03-15,6963.4,7030.1,6894,6931.5,141579661,23.65,,,,
2022-03-16,7024.45,7099.2,7004.4,7092.2,132427679,24.2,,,,
2022-03-17,7180.1,7232.75,7176.6,7217.1,158249925,24.63,,,,
2022-03-21,7258.65,7259.2,7121.2,7130.4,111227999,24.33,,,,
2022-03-22,7133,7166.5,7024.85,7157.3,150959681,24.42,,,,
2022-03-23,7204.55,7232.65,7160.85,7180.0,177792661,24.5,,,,
2022-03-24,7175.7,7257.3,7164.5,7225.85,242245192,24.66,,,,
2022-03-25,7259.15,7267.05,7181.25,7214.95,167269135,24.62,,,,
2022-03-28,7228.5,7236.8,7101.9,7173.75,145910817,24.48,,,,
2022-03-29,7222.1,7268.95,7179,7202.2,140349537,24.58,,,,
2022-03-30,7266.65,7300.2,7248.9,7274.05,251371457,24.82,,,,
2022-03-31,7304.75,7321.35,7276.1,7297.6,112115187,31.89,,,,
2022-04-01,7303.6,7405.25,7283.35,7396.25,155326208,32.32,,,,
2022-04-04,7423.8,7502.4,7421.15,7491.5,170897240,32.74,,,,
2022-04-05,7543.3,7625.5,7516.6,7599.55,193214227,33.21,,,,
2022-04-06,7589.15,7658.25,7558.4,7627.65,325949208,33.33,,,,
2022-04-07,7630.6,7676.1,7538.05,7557.45,348825309,33.03,,,,
2022-04-08,7609.25,7643.4,7570.5,7627.8,176551230,33.33,,,,
2022-04-11,7653.8,7680.35,7637.8,7646.1,125678505,33.41,,,,
2022-04-12,7636.8,7636.8,7446.7,7511.0,130184836,32.82,,,,
2022-04-13,7556.5,7575.35,7488.3,7500.0,95772328,32.78,,,,
2022-04-18,7415.9,7425.35,7321.05,7376.0,178539591,32.23,,,,
2022-04-19,7435.05,7479.45,7228.6,7301.7,137798313,31.91,,,,
2022-04-20,7327.1,7422.9,7296.05,7339.3,109223660,32.07,,,,
2022-04-21,7391.9,7441.55,7387.35,7431.0,96337847,32.47,,,,
2022-04-22,7393.65,7443.25,7338.6,7352.25,94069410,32.13,,,,
2022-04-25,7281.75,7286.95,7167.45,7194.25,89106808,31.41,,,,
2022-04-26,7260.35,7331.45,7253.45,7323.85,88594564,31.97,,,,
2022-04-27,7259.05,7295.4,7189.5,7247.15,90689216,31.64,,,,
2022-04-28,7316,7317.3,7219.55,7299.7,88501174,31.87,,,,
2022-04-29,7364.1,7383.45,7220,7237.95,115167623,31.34,,,,
2022-05-02,7178.35,7204.7,7133.75,7196.3,129711598,30.79,,,,
2022-05-04,7242.6,7256.65,6980.2,7014.3,137817978,30.68,,,,
2022-05-05,7095.85,7142.55,7021.7,7048.25,109744297,30.83,,,,
2022-05-06,6910.75,6933.55,6832.65,6897.65,113805474,30.17,,,,
2022-05-09,6824.8,6831.5,6684.55,6715.9,141565964,29.05,,,,
2022-05-10,6698.05,6786.7,6577.45,6598.15,109219994,28.17,,,,
2022-05-11,6627,6650.35,6411.35,6554.3,128986985,27.99,,,,
2022-05-12,6515.7,6517.95,6336.55,6378.6,135442029,27.37,,,,
2022-05-13,6471.65,6581.3,6417,6439.75,134862606,27.63,,,,
2022-05-16,6468.65,6554.35,6396.85,6538.8,92103622,28.05,,,,
2022-05-17,6564.35,6730.25,6561.75,6716.95,100659066,28.82,,,,
2022-05-18,6758.2,6803.2,6682.7,6712.6,96288426,28.79,,,,
2022-05-19,6547.25,6587.7,6456.15,6482.7,94095210,27.8,,,,
2022-05-20,6593.6,6642.9,6583.2,6628.7,127660486,28.43,,,,
2022-05-23,6678.55,6760.4,6644.95,6659.2,131576845,29.37,,,,
2022-05-24,6656.6,6680.75,6598.65,6629.35,113646179,29.24,,,,
2022-05-25,6651.3,6669.25,6451.3,6493.35,105881896,28.82,,,,
2022-05-26,6526.05,6575.25,6386.8,6551.9,123770408,29.08,,,,
2022-05-27,6625.05,6673.2,6604,6662.0,88502192,29.56,,,,
2022-05-30,6730.85,6826.65,6723.4,6818.0,92892198,30.34,,,,
2022-05-31,6813.8,6888.8,6803.45,6843.2,130523210,30.48,,,,
2022-06-01,6859.4,6911.9,6825.4,6860.85,91619179,30.47,,,,
2022-06-02,6866.05,6891.2,6823.35,6879.05,76502946,30.75,,,,
2022-06-03,6933.9,6954.25,6756.4,6768.3,70754144,30.26,,,,
2022-06-06,6759.35,6770.3,6662.8,6724.85,64167346,30.06,,,,
2022-06-07,6698.55,6705.1,6620.1,6668.55,71670832,29.81,,,,
2022-06-08,6675.45,6724.65,6617.1,6657.35,70174133,29.76,,,,
2022-06-09,6624.35,6703.1,6596.75,6694.4,65507621,29.93,,,,
2022-06-10,6641.45,6656.7,6614.75,6638.75,51644771,29.68,,,,
2022-06-13,6519.85,6528.3,6399.9,6418.6,95253218,28.7,,,,
2022-06-14,6377.8,6488.15,6371,6410.1,93040733,28.66,,,,
2022-06-15,6449.7,6479.75,6416.7,6456.5,69403220,28.86,,,,
2022-06-16,6531.15,6546.4,6271.8,6283.45,96956506,28.09,,,,
2022-06-17,6245.8,6304.05,6173.35,6236.1,110001018,27.88,,,,
2022-06-20,6246.75,6264.95,6054.2,6116.65,141357528,27.35,,,,
2022-06-21,6168.05,6301.5,6151.95,6292.8,222679405,28.13,,,,
2022-06-22,6267.35,6268.05,6168.85,6183.55,111340057,27.64,,,,
