Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-16,nan,nan,nan,3701.61,550212049.0,15.51,,,,
2026-06-18,nan,nan,nan,3775.84,398000287.0,15.82,,,,
2026-06-19,nan,nan,nan,3827.78,494488480.0,16.04,,,,
2026-06-22,nan,nan,nan,3829.87,321250069.0,16.04,,,,
2026-06-23,nan,nan,nan,3749.01,488638389.0,15.71,,,,
2026-06-24,nan,nan,nan,3720.59,483230230.0,15.59,,,,
2026-06-25,nan,nan,nan,3718.37,393458589.0,15.58,,,,
2026-06-29,nan,nan,nan,3721.88,1106612783.0,15.59,,,,
2026-06-30,nan,nan,nan,3723.45,544392263.0,15.98,,,,
2026-07-01,nan,nan,nan,3710.97,463262936.0,15.93,,,,
2026-07-02,nan,nan,nan,3673.12,336550758.0,15.77,,,,
2026-07-03,nan,nan,nan,3695.57,351569282.0,15.86,,,,
2026-07-06,nan,nan,nan,3717.62,334799151.0,15.96,,,,
2026-07-07,nan,nan,nan,3691.01,446485456.0,15.85,,,,
2026-07-08,nan,nan,nan,3651.35,464098106.0,15.67,,,,
2026-07-09,nan,nan,nan,3713.57,252366759.0,15.94,,,,
2026-07-10,nan,nan,nan,3736.76,309698633.0,16.04,,,,
2026-07-13,nan,nan,nan,3705.17,266616387.0,15.91,,,,
2026-07-14,nan,nan,nan,3712.34,321797898.0,15.94,,,,
2026-07-15,nan,nan,nan,3724.67,380120942.0,15.99,,,,
2026-07-16,nan,nan,nan,3731.87,332188907.0,16.02,,,,
2026-07-17,nan,nan,nan,3677.5,304797074.0,15.79,,,,
2026-07-20,nan,nan,nan,3665.31,357440583.0,15.73,,,,
2026-07-22,nan,nan,nan,3681.26,442016064.0,15.8,,,,
2026-07-23,nan,nan,nan,3628.52,430511303.0,15.58,,,,
2026-07-24,nan,nan,nan,3601.75,436343493.0,15.24,,,,
2026-07-27,nan,nan,nan,3571.81,292318064.0,15.11,,,,
2026-07-28,nan,nan,nan,3536.64,349068215.0,14.86,,,,
2026-07-29,nan,nan,nan,3591.86,337674824.0,15.09,,,,
2026-07-30,nan,nan,nan,3586.64,269983340.0,15.07,,,,
2026-07-31,nan,nan,nan,3615.68,444239673.0,15.28,,,,
2026-08-03,nan,nan,nan,3657.68,287731203.0,15.46,,,,
2026-08-04,nan,nan,nan,3654.29,346615682.0,15.44,,,,
2026-08-05,nan,nan,nan,3658.89,265701439.0,15.46,,,,
2026-08-06,nan,nan,nan,3610.7,242569703.0,15.12,,,,
2026-08-07,nan,nan,nan,3639.09,236173070.0,15.24,,,,
2026-08-10,nan,nan,nan,3634.17,451129838.0,15.1,,,,
2026-08-11,nan,nan,nan,3619.04,700030562.0,15.03,,,,
2026-08-12,nan,nan,nan,3708.86,827842348.0,14.69,,,,
2026-08-13,nan,nan,nan,3736.28,602851046.0,14.8,,,,
2026-08-14,nan,nan,nan,3773.69,818046111.0,14.95,,,,
2026-08-17,nan,nan,nan,3726.27,331022533.0,14.76,,,,
2026-08-18,nan,nan,nan,3721.86,872310400.0,14.74,,,,
2026-08-19,nan,nan,nan,3689.83,364024338.0,14.61,,,,
2026-08-20,nan,nan,nan,3689.97,254145065.0,14.62,,,,
2026-08-21,nan,nan,nan,3705.63,215915889.0,14.68,,,,
