Date,PCT_50,PCT_200,NET_NEW_HIGHS,AD_LINE,MCCLELLAN_OSC,NET_ADV_RATIO,FAST_EMA,SLOW_EMA
2024-09-24,54.99,73.76,12784,-8.433492124346156,-1.135949521671498,-13.645418326693227,-6.596792246220175,-5.460842724548677
2024-09-25,53.83,73.02,12860,-8.694318406078361,-2.0534438419379395,-26.082628173220506,-8.545375838920208,-6.491931996982268
2024-09-26,51.75,72.02,12921,-8.966864494767947,-2.8862333013429646,-27.254608868958645,-10.416299141924052,-7.530065840581087
2024-09-27,52.28,72.36,13006,-9.016167283612567,-2.4676206234027216,-4.930278884462151,-9.867697116177862,-7.40007649277514
2024-09-30,51.32,72.36,13059,-9.209810315397409,-2.819069895347898,-19.364303178484107,-10.817357722408486,-7.998287827060588
2024-10-01,53.47,72.82,13111,-9.04577869484405,-1.3170904116932798,16.40316205533597,-8.09530574463404,-6.77821533294076
2024-10-03,44.91,68.51,13140,-9.72166802290729,-4.225917244193122,-67.58893280632411,-14.044668450803048,-9.818751206609926
2024-10-04,40.3,66.72,13154,-10.128581603154203,-5.346955860677884,-40.69135802469136,-16.70933740819188,-11.362381547513998
2024-10-07,26.93,58.28,13136,-10.966709345718805,-8.43477991005741,-83.81277425646026,-23.41968109301872,-14.98490118296131
2024-10-08,35.52,62.9,13130,-10.296423067337757,-3.490625467998374,67.02862783810464,-14.374850199906387,-10.884224731908013
2024-10-09,39.5,65.55,13174,-9.918458640460287,-0.707529550215785,37.79644268774703,-9.157720911141045,-8.45019136092526
2024-10-10,42.3,66.24,13230,-9.82142893748999,0.2708814877035399,9.702970297029703,-7.271651790323971,-7.542533278027511
2024-10-11,42.86,66.77,13282,-9.823905410991724,0.6085376353258933,-0.24764735017335313,-6.569251346308909,-7.177788981634802
2024-10-14,44.17,66.22,13337,-9.917655410991724,0.4378233208750437,-9.375,-6.849826211678018,-7.287649532553062
2024-10-15,45.26,66.47,13402,-9.935477193169941,0.6693145545241022,-1.782178217821782,-6.343061412292395,-7.0123759668164976
2024-10-16,46.9,67.2,13465,-9.926066593863354,1.0000548939454532,0.9410599306587419,-5.614649277997282,-6.614704171942735
2024-10-17,40.96,64.7,13511,-10.487018030929756,-1.5739725721839672,-56.095143706640236,-10.662698720861577,-9.08872614867761
2024-10-18,39.93,64.07,13532,-10.593611982342745,-1.4951087645966386,-10.65939514129896,-10.662368362905315,-9.167259598308677
2024-10-21,33.17,59.94,13557,-11.206593924753678,-3.9521446202762007,-61.29819424109322,-15.725950950724105,-11.773806330447904
2024-10-22,20.57,51.83,13513,-12.099114974778443,-7.43084509185001,-89.25210500247648,-23.078566355899344,-15.647721264049334
2024-10-23,21.46,52.37,13442,-11.945154578738839,-5.135572539264523,15.396039603960396,-19.23110575991337,-14.095533220648846
2024-10-24,19.75,51.24,13420,-12.277663237818501,-5.579781919703947,-33.25086590796636,-20.63308177471867,-15.053299855014721
2024-10-25,14.72,44.92,13315,-13.028530003544109,-8.023472563610852,-75.08667657256068,-26.07844125450287,-18.054968690892018
2024-10-28,16.92,47.34,13254,-12.675646328079788,-4.553958495383565,35.28836754643206,-19.941760374409377,-15.387801879025812
2024-10-29,18.14,48.28,13244,-12.499408704317412,-2.4479844330820377,17.62376237623762,-16.185208099344678,-13.73722366626264
2024-10-30,22.92,52.69,13264,-11.919002964584607,1.3857038922033258,58.04057397328055,-8.762629892082154,-10.14833378428548
2024-10-31,26.22,54.95,13292,-11.572165019920575,3.4887399155174252,34.683794466403164,-4.4179874562336225,-7.906727371751048
2024-11-01,32.96,57.63,13334,-10.813289280275605,7.329580990778087,75.88757396449705,3.612568685839445,-3.7170123049386423
2024-11-04,27.47,54.05,13375,-11.37435983988631,3.977120708893682,-56.107055961070564,-2.359393778851556,-6.336514487745238
2024-11-05,30.31,55.79,13425,-11.088011885228843,5.32797413567891,28.63479546574667,0.7400251456082669,-4.587948990070643
2024-11-06,38.21,59.33,13487,-10.448780736879902,8.220729913359254,63.92311483489404,7.058334114536844,-1.1623957988224083
2024-11-07,38.13,58.7,13563,-10.681522354236904,6.293068625179438,-23.274161735700197,4.0250845295131406,-2.2679840956662973
2024-11-08,33.2,56.04,13604,-11.215282827376381,3.1083586017474207,-53.37604731394776,-1.7150286548329499,-4.823387256580371
2024-11-11,29.62,53.65,13622,-11.6892740767687,0.6687358574401028,-47.39912493923189,-6.283438283272844,-6.9521741407129465
2024-11-12,25.25,50.0,13622,-12.24838737726131,-1.8460955237313161,-55.91133004926109,-11.246227459871669,-9.400131936140353
2024-11-13,17.33,41.83,13543,-13.079096038678632,-5.345022681637783,-83.07086614173228,-18.42869132805773,-13.083668646419948
2024-11-14,18.99,42.5,13487,-12.972796826080206,-3.6248409181608814,10.62992125984252,-15.522830069267705,-11.897989151106824
2024-11-18,19.07,41.33,13412,-13.282690133548684,-4.2169239061318375,-30.98933074684772,-17.069480137025707,-12.85255623089387
2024-11-19,20.88,42.55,13416,-13.00871079267313,-1.7827069995961953,27.39793408755534,-12.622738714567603,-10.840031714971408
2024-11-21,18.67,39.69,13344,-13.535259465239502,-3.6951780767198645,-52.654867256637175,-16.62595156877456,-12.930773492054696
2024-11-22,20.95,41.72,13334,-13.192584932299482,-0.9657489297450468,34.26745329400197,-11.536611082496908,-10.570862152751861
2024-11-25,24.88,44.27,13359,-12.760139411718368,1.8215966737726186,43.24455205811138,-6.05849476843608,-7.880091442208698
2024-11-26,27.45,45.93,13401,-12.534856578467016,3.1598557447625546,22.528283325135266,-3.199816959078945,-6.3596727038414995
2024-11-27,32.02,48.21,13434,-12.139084700394253,5.140713195842189,39.5771878072763,1.0778835175565797,-4.06282967828561
2024-11-28,34.2,49.87,13472,-11.999104346759676,5.52968512834514,13.998035363457761,2.369898702146698,-3.159786426198441
2024-11-29,37.19,51.1,13516,-11.791835191553389,6.171051712851981,20.726915520628683,4.205600383994897,-1.9654513288570843
2024-12-02,41.92,53.51,13593,-11.506881151882368,7.076989306364742,28.495403967102078,6.634580742305616,-0.442408564059126
2024-12-03,48.76,56.33,13667,-11.086910520457993,8.491263961053104,41.99706314243759,10.170828982318813,1.6795650212657098
2024-12-04,53.16,57.57,13745,-10.902287601750842,8.481273907420258,18.462291870714985,10.999975271158432,2.5187013637381734
2024-12-05,55.81,58.64,13824,-10.936567719282674,7.335810860832166,-3.4280117531831538,9.557176568724273,2.221365707892107
2024-12-06,60.15,60.54,13894,-10.733924547476507,7.504377348385183,20.26431718061674,10.627890629913521,3.1235132815283384
2024-12-09,62.43,61.61,13988,-10.639055234794997,7.072110512877799,9.486931268151016,10.513794693737271,3.4416841808594723
2024-12-10,64.2,62.59,14074,-10.685623862245977,5.959972115292145,-4.6568627450980395,8.996728949853741,3.0367568345615963
2024-12-11,66.48,63.21,14153,-10.64540807019105,5.413216022309497,4.0215792054928885,8.499213975417657,3.0859979531081607
2024-12-12,61.55,61.22,14221,-11.106115339346255,2.4140581766471074,-46.07072691552062,3.042219886323829,0.6281617096767214
2024-12-13,60.79,60.03,14272,-11.325387709061102,1.0448824249243227,-21.92723697148476,0.5452742005429698,-0.4996082243813529
2024-12-16,62.56,61.15,14361,-11.229988193322603,1.4423721723434522,9.53995157384988,1.444741937873661,0.002369765530208845
2024-12-17,59.88,60.05,14444,-11.593624556958966,-0.5201653513492221,-36.36363636363637,-2.336095892277342,-1.81593054092812
2024-12-18,54.8,57.4,14492,-12.069300232634642,-2.755730667546273,-47.56756756756757,-6.859243059806365,-4.103512392260092
2024-12-19,52.44,56.14,14513,-12.326779389083882,-3.5623777634248395,-25.747915644923978,-8.748110318318126,-5.185732554893287
2024-12-20,42.31,51.36,14525,-13.03595055141836,-6.49270917101008,-70.91711623344776,-14.96501090983109,-8.47230173882101
2024-12-23,40.0,49.37,14502,-13.367354314081167,-7.07684198028206,-33.140376266280754,-16.782547445476055,-9.705705465193995
2024-12-24,39.92,50.19,14500,-13.334511176826265,-5.719656822719646,3.2843137254901964,-14.775861328379431,-9.056204505659785
2024-12-26,38.51,49.01,14483,-13.63255039251254,-6.185076993596066,-29.80392156862745,-16.278667352404234,-10.093590358808168
2024-12-27,39.48,49.52,14474,-13.675176556157812,-5.275020594522413,-4.262616364527193,-15.077062253616532,-9.802041659094119
2024-12-30,36.35,47.17,14458,-14.097847065283652,-6.370768997744667,-42.267050912584054,-17.796061119513283,-11.425292121768615
2024-12-31,39.99,48.11,14439,-13.824054971579406,-3.7934670233605416,27.379209370424597,-13.278534070519495,-9.485067047158953
2025-01-01,46.12,50.4,14467,-13.366065656377852,-0.6499203926587702,45.79893152015542,-7.370787511452003,-6.720867118793233
2025-01-02,50.15,51.91,14507,-13.12080096477999,0.9774384605360842,24.526469159786306,-4.1810618443281715,-5.158500304864256
2025-01-03,51.11,52.52,14562,-13.119343946810101,1.1449047195751296,0.1457017969888295,-3.7483854801964718,-4.893290199771601
2025-01-06,33.01,44.52,14534,-13.961246878093139,-2.9344358988089887,-84.1902931283037,-11.792576245007194,-8.858140346198205
