Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-07-03,87608,5269,16.63,51374,
2023-07-04,42324,2979,14.21,22815,
2023-07-05,35240,3081,11.44,20405,
2023-07-06,23272,2524,9.22,12251,
2023-07-07,28503,2520,11.31,17252,
2023-07-10,153832,4607,33.39,48587,
2023-07-11,57171,3359,17.02,35776,
2023-07-12,58346,3294,17.71,32909,
2023-07-13,38961,4057,9.6,20040,
2023-07-14,22100,1727,12.8,13470,
2023-07-17,42417,4059,10.45,17994,
2023-07-18,41054,3502,11.72,20579,
2023-07-19,45919,4110,11.17,23991,
2023-07-20,39178,4262,9.19,19702,
2023-07-21,27038,3420,7.91,14810,
2023-07-24,89469,2892,30.94,79098,
2023-07-25,74805,1960,38.17,41832,
2023-07-26,42000,819,51.28,33931,
2023-07-27,152360,6876,22.16,84646,
2023-07-28,117500,7192,16.34,45590,
2023-07-31,32399,3764,8.61,19287,
2023-08-01,234526,6840,34.29,181587,
2023-08-02,63842,5556,11.49,33822,
2023-08-03,20359,2269,8.97,12633
2023-08-04,16842,2088,8.07,10930
2023-08-07,22120,3021,7.32,12302
2023-08-08,26079,2395,10.89,18920
2023-08-09,168650,8982,18.78,89907
2023-08-10,53231,3307,16.1,42459
2023-08-11,83306,4744,17.56,62187
2023-08-14,113690,4628,24.57,73826
2023-08-16,93671,6834,13.71,53763
2023-08-17,47086,3879,12.14,31032
2023-08-18,88494,6098,14.51,52926
2023-08-21,95751,4360,21.96,45498
2023-08-22,29121,2461,11.83,19869
2023-08-23,178837,2998,59.65,158321
2023-08-24,29883,2482,12.04,16827
2023-08-25,17188,2008,8.56,11447
2023-08-28,39908,4122,9.68,27515
2023-08-29,130519,5636,23.16,54787
2023-08-30,32835,2779,11.82,21727
2023-08-31,47930,3116,15.38,29738
2023-09-01,21001,290,72.42,20798
2023-09-04,159589,7296,21.87,80339
2023-09-05,63376,3387,18.71,32731
2023-09-06,141431,6419,22.03,61293
2023-09-07,24267,3639,6.67,12535
2023-09-08,25033,3544,7.06,15056
2023-09-11,27751,3388,8.19,20974
2023-09-12,33689,3335,10.1,19242
2023-09-13,31568,3357,9.4,21315
2023-09-14,13257,2034,6.52,7863
2023-09-15,15242,1887,8.08,10767
2023-09-18,23049,2693,8.56,13823
2023-09-20,15434,2036,7.58,9581
2023-09-21,21509,2325,9.25,15501
2023-09-22,101137,3322,30.44,61987
2023-09-25,30818,3458,8.91,17284
2023-09-26,15067,2337,6.45,10014
2023-09-27,15397,1991,7.73,10281
2023-09-28,83723,5517,15.18,41320
2023-09-29,16112,1994,8.08,11237
2023-10-03,26123,3311,7.89,14466
2023-10-04,21734,2772,7.84,13785
2023-10-05,21638,3206,6.75,11388
2023-10-06,63404,5038,12.59,35609
