Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2022-05-10,905508,5828,155.37,673556
2022-05-11,1596371,10370,153.94,1248639
2022-05-12,1982983,8420,235.51,1050753
2022-05-13,1796966,7757,231.66,1127109
2022-05-16,1268623,7220,175.71,977470
2022-05-17,1498791,5039,297.44,948153
2022-05-18,1134833,4955,229.03,817730
2022-05-19,5069988,26996,187.81,4204526
2022-05-20,1045906,4665,224.2,794670
2022-05-23,1282649,4454,287.98,737640
2022-05-24,989734,6542,151.29,811466
2022-05-25,4012088,15008,267.33,3259657
2022-05-26,1922520,5403,355.82,1119170
2022-05-27,2243968,4155,540.06,1199078
2022-05-30,3182273,5944,535.38,1777466
2022-05-31,5286646,4387,1205.07,4028314
2022-06-01,1783539,5546,321.59,1329356
2022-06-02,2088521,3417,611.21,1493338
2022-06-03,4467277,5025,889.01,2586296
2022-06-06,1024809,4485,228.5,602218
2022-06-07,1153771,4806,240.07,826444
2022-06-08,761239,3011,252.82,439847
2022-06-09,692827,2791,248.24,403779
2022-06-10,1724939,6368,270.88,1098449
2022-06-13,3994367,16805,237.69,3063184
2022-06-14,1924452,5873,327.68,1256940
2022-06-15,1071766,4276,250.65,824137
2022-06-16,3490595,13878,251.52,2298300
2022-06-17,3890130,10180,382.13,3180611
2022-06-20,8900147,5904,1507.48,7459612
2022-06-21,2786080,4392,634.35,2098892
2022-06-22,1641608,3662,448.28,1224930
2022-06-23,1733171,2961,585.33,1000067
2022-06-24,4769472,6181,771.63,3390712
2022-06-27,1457984,4179,348.88,843567
2022-06-28,999787,3903,256.16,610324
2022-06-29,959477,3817,251.37,484889
2022-06-30,8471537,6826,1241.07,8078593
2022-07-01,5810243,5128,1133.04,4613293
2022-07-04,1442284,6443,223.85,966703
2022-07-05,7514373,6075,1236.93,6613386
2022-07-06,1430239,4850,294.89,664417
2022-07-07,979338,3911,250.41,525561
2022-07-08,6109965,4252,1436.96,5241700
2022-07-11,3915442,15846,247.09,2973937
2022-07-12,5267317,11208,469.96,3920797
2022-07-13,1479222,7379,200.46,1091302
2022-07-14,8490117,16502,514.49,6142069
2022-07-15,2817705,9818,286.99,2119499
2022-07-18,2630126,6215,423.19,1452772
2022-07-19,1654743,4761,347.56,844659
2022-07-20,11306543,8224,1374.82,9877245
2022-07-21,1723345,4888,352.57,902842
2022-07-22,2033800,5625,361.56,1112010
2022-07-25,1961343,4520,433.93,1216667
2022-07-26,2843569,9811,289.83,2164222
2022-07-27,1345790,3784,355.65,692503
2022-07-28,4244782,5853,725.23,2943913
2022-07-29,2890077,5913,488.77,1657821
2022-08-01,1630276,6073,268.45,1004132
2022-08-02,1471059,6300,233.5,950587
2022-08-03,2985852,5230,570.91,1562965
2022-08-04,4038878,6386,632.46,2204605
2022-08-05,2452979,4951,495.45,1385085
2022-08-10,4279551,6509,657.48,2929740
2022-08-11,3070770,7142,429.96,1996485
2022-08-12,2132283,8022,265.8,1568789
2022-08-16,1455860,5726,254.25,963327
2022-08-17,3921077,4959,790.7,2691016
2022-08-18,2176456,5231,416.07,1337874
2022-08-19,3088197,6423,480.8,1744687
2022-08-22,3013629,8841,340.87,2140155
2022-08-23,4633765,11713,395.61,2058140
2022-08-24,3563751,8322,428.23,2175114
2022-08-25,8440759,9934,849.68,5153853
2022-08-26,2104871,5682,370.45,1031517
2022-08-29,8977849,20247,443.42,6591884
2022-08-30,2625519,6654,394.58,1349131
2022-09-01,6255360,13530,462.33,4865726
2022-09-02,3515216,9139,384.64,2574868
2022-09-05,2453066,7791,314.86,1850855
2022-09-06,2648047,8659,305.81,1467809
2022-09-07,3546303,8992,394.38,2331308
2022-09-08,2236225,5562,402.05,1237483
2022-09-09,5269564,8455,623.25,2570882
2022-09-12,8053605,12967,621.08,5649302
2022-09-13,5241356,9339,561.23,3308426
2022-09-14,16271974,30117,540.29,11863826
2022-09-15,9477427,27092,349.82,6960980
2022-09-16,18047742,57652,313.05,13637581
2022-09-19,8508789,22621,376.15,6134005
2022-09-20,6018221,11908,505.39,3838853
2022-09-21,4722316,14106,334.77,2958037
2022-09-22,7014573,15290,458.77,4458840
2022-09-23,7372426,21671,340.2,5131027
2022-09-26,13692171,23351,586.36,9761162
2022-09-27,4191072,10643,393.79,2283342
2022-09-28,5296343,10187,519.91,3024885
2022-09-29,4013288,12191,329.2,2549546
2022-09-30,8203546,15705,522.35,3313669
2022-10-03,4574684,14126,323.85,2428158
2022-10-04,4724569,8179,577.65,3326151
2022-10-06,5525355,9480,582.84,3615428
2022-10-07,3242425,7909,409.97,1750240
2022-10-10,4357791,9282,469.49,2680152
2022-10-11,4784667,12481,383.36,2337123
2022-10-12,2842813,7122,399.16,1670743
2022-10-13,2693282,8078,333.41,1420615
2022-10-14,8718079,10749,811.06,5441470
2022-10-17,4063243,9395,432.49,2202263
2022-10-18,4334617,6571,659.66,3134325
2022-10-19,2017520,6576,306.8,1025759
2022-10-20,3099606,5957,520.33,2314214
2022-10-21,1801731,5602,321.62,1100157
2022-10-24,2440411,12844,190.0,1942457
2022-10-25,3136947,7344,427.14,2345062
2022-10-27,2557970,8104,315.64,1689515
2022-10-28,1775493,7168,247.7,1193706
2022-10-31,3422731,7132,479.91,2533759
2022-11-01,7243729,10414,695.58,5707317
2022-11-02,2933081,7894,371.56,2159083
2022-11-03,2998703,8556,350.48,1579816
2022-11-04,3296469,8445,390.35,1693724
2022-11-07,2093271,7680,272.56,1339962
2022-11-09,1430334,7310,195.67,910652
2022-11-10,3387949,7385,458.76,2273473
2022-11-11,8638963,11628,742.94,6949450
2022-11-14,3806633,9954,382.42,2688880
2022-11-15,3806633,9954,382.42,2688880
2022-11-16,2911065,7168,406.12,1955397
2022-11-17,2356969,6846,344.28,1492054
2022-11-18,2525788,6864,367.98,1510341
2022-11-21,1996455,9464,210.95,1358798
2022-11-22,2076319,5321,390.21,1356431
2022-11-23,1351311,4727,285.87,789927
2022-11-24,11380756,8124,1400.88,10514628
2022-11-25,4559111,9300,490.23,3265549
2022-11-28,4568415,10609,430.62,3343916
2022-11-29,2783819,10878,255.91,1578256
2022-11-30,2348503,10396,225.9,1374735
2022-12-01,7532471,13152,572.72,5135761
2022-12-02,4277306,10344,413.51,3304119
2022-12-05,4297396,11609,370.18,3092760
2022-12-06,3787204,13466,281.24,3014617
2022-12-07,2577854,9451,272.76,1634045
2022-12-08,1914722,9106,210.27,1383716
2022-12-09,10348745,35456,291.88,8688733
2022-12-12,4343646,17099,254.03,2718345
2022-12-13,2820376,8575,328.91,1709624
2022-12-14,3383731,7998,423.07,2015474
2022-12-15,3598899,15532,231.71,2765616
2022-12-16,6906162,21329,323.79,4754739
2022-12-19,4566774,17850,255.84,3480431
2022-12-20,5264865,17665,298.04,3513712
2022-12-21,3656105,9187,397.97,2026225
2022-12-22,2826116,8700,324.84,1500293
2022-12-23,4273441,18490,231.12,3004667
2022-12-26,2857679,9949,287.23,1839490
2022-12-27,2474775,6211,398.45,1983084
2022-12-28,2444887,7350,332.64,1362298
2022-12-29,1358626,6613,205.45,735145
2022-12-30,1769542,7397,239.22,1199446
2023-01-02,1591337,8820,180.42,1167625
2023-01-03,1982509,6725,294.8,1299208
2023-01-04,1682922,8898,189.13,1238715
2023-01-05,2083144,9610,216.77,1601863
2023-01-06,6913399,23980,288.3,5955265
2023-01-09,2830850,8568,330.4,2112952
2023-01-10,3031202,10824,280.04,1877757
2023-01-11,2318386,6352,364.99,1233819
2023-01-12,1261107,5889,214.15,751595
2023-01-13,4298282,9504,452.26,2329879
2023-01-16,7685213,10242,750.36,6202050
2023-01-17,2684417,7051,380.71,1833708
2023-01-18,3277243,6916,473.86,2369336
2023-01-19,2459928,6427,382.75,1729480
