Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-05-10,39399,472,83.47,14948,
2023-05-11,187342,6355,29.48,65966,
2023-05-12,230608,7894,29.21,129837,
2023-05-15,78641,4113,19.12,33174,
2023-05-16,57035,4003,14.25,35453,
2023-05-17,88043,3105,28.36,38350,
2023-05-18,59693,2766,21.58,23817,
2023-05-19,33996,1010,33.66,9423,
2023-05-22,62007,4502,13.77,23663,
2023-05-23,21242,231,91.96,21242,
2023-05-24,24519,376,65.21,24519,
2023-05-25,19057,512,37.22,19057,
2023-05-26,12559,398,31.56,12559,
2023-05-29,25540,577,44.26,25540,
2023-05-30,2464,173,14.24,2464,
2023-05-31,8388,318,26.38,8388,
2023-06-01,6171,276,22.36,6171,
2023-06-02,7637,242,31.56,7637,
2023-06-05,25934,524,49.49,25934,
2023-06-06,15182,377,40.27,15182,
2023-06-07,12372,314,39.4,12372,
2023-06-08,12859,449,28.64,12859,
2023-06-09,7192,244,29.48,7192,
2023-06-12,9606,234,41.05,9606,
2023-06-13,5374,269,19.98,5374,
2023-06-14,8362,346,24.17,8362,
2023-06-15,18541,299,62.01,18541,
2023-06-16,39163,622,62.96,39163,
2023-06-19,17831,868,20.54,17831,
2023-06-20,17107,330,51.84,17107,
2023-06-21,10818,476,22.73,10818,
2023-06-22,3110,189,16.46,3110,
2023-06-23,4864,206,23.61,4864,
2023-06-26,5258,244,21.55,5258,
2023-06-27,6527,273,23.91,6527,
2023-06-28,17155,546,31.42,17155,
2023-06-30,9163,313,29.27,9163,
2023-07-03,8662,237,36.55,8662,
2023-07-04,4362,265,16.46,4362,
2023-07-05,7185,185,38.84,7185,
2023-07-06,5821,271,21.48,5821,
2023-07-07,5106,184,27.75,5106,
2023-07-10,5898,217,27.18,5898,
2023-07-11,6218,275,22.61,6218,
2023-07-12,4529,329,13.77,4529,
2023-07-13,5692,278,20.47,5692,
2023-07-14,7011,227,30.89,7011,
2023-07-17,3903,207,18.86,3903,
2023-07-18,1546,96,16.1,1546,
2023-07-19,2289,129,17.74,2289,
2023-07-20,16468,663,24.84,16468,
2023-07-21,10615,496,21.4,10615,
2023-07-24,17237,500,34.47,17237,
2023-07-25,19180,319,60.13,19180,
2023-07-26,15120,414,36.52,15120,
2023-07-27,4531,185,24.49,4531,
2023-07-28,13771,319,43.17,13771,
2023-07-31,8263,247,33.45,8263,
2023-08-01,11154,308,36.21,11154,
2023-08-02,4630,240,19.29,4630,
2023-08-03,9017,333,27.08,9017
2023-08-04,3508,167,21.01,3508
2023-08-07,3956,245,16.15,3956
2023-08-08,4650,212,21.93,4650
2023-08-09,4881,148,32.98,4881
2023-08-10,6595,200,32.98,6595
2023-08-11,10821,248,43.63,10821
2023-08-14,13589,436,31.17,13589
