Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-01-24,669939,1141,587.15,669939,
2023-01-25,506732,705,718.77,506732,
2023-01-27,411329,982,418.87,411329,
2023-01-30,82062,479,171.32,82062,
2023-01-31,222619,998,223.07,222619,
2023-02-01,68809,424,162.29,68809,
2023-02-02,83003,460,180.44,83003,
2023-02-03,57654,114,505.74,57654,
2023-02-06,135204,763,177.2,135204,
2023-02-07,125623,755,166.39,125623,
2023-02-08,616050,18186,33.87,188313,
2023-02-09,357540,3674,97.32,87396,
2023-02-10,63814,1543,41.36,41927,
2023-02-13,282428,3458,81.67,88971,
2023-02-14,332145,5665,58.63,75511,
2023-02-15,43432,1483,29.29,22324,
2023-02-16,127663,3480,36.68,49193,
2023-02-17,391578,8657,45.23,35428,
2023-02-20,104379,11223,9.3,17988,
2023-02-21,132237,7167,18.45,40045,
2023-02-22,37769,1890,19.98,20254,
2023-02-23,57057,3173,17.98,28325,
2023-02-24,79611,5966,13.34,36549,
2023-02-27,113647,9298,12.22,46657,
2023-02-28,134252,8953,15.0,59157,
2023-03-01,134825,7555,17.85,54510,
2023-03-02,31125,2280,13.65,12133,
2023-03-03,173616,7006,24.78,69808,
2023-03-06,419408,14583,28.76,175362,
2023-03-08,1855211,33499,55.38,615268,
2023-03-09,3687519,108658,33.94,476669,
2023-03-10,1295552,55197,23.47,410639,
2023-03-13,980773,39667,24.73,333226,
2023-03-14,452278,22178,20.39,230512,
2023-03-15,416270,12660,32.88,102584,
2023-03-16,198842,2887,68.87,116830,
2023-03-17,599773,12458,48.14,265392,
2023-03-20,199014,3390,58.71,43970,
2023-03-21,880322,14292,61.6,178764,
2023-03-22,631887,7599,83.15,142828,
2023-03-23,221726,2154,102.94,40193,
2023-03-24,204355,1776,115.06,26366,
2023-03-27,254755,3971,64.15,52379,
2023-03-28,414969,6339,65.46,78536,
2023-03-29,357309,1752,203.94,112922,
2023-03-31,1035285,17543,59.01,151547,
2023-04-03,745594,16209,46.0,165380,
2023-04-05,1642732,56677,28.98,500037,
2023-04-06,887908,34161,25.99,237151,
2023-04-10,295573,5593,52.85,72068,
2023-04-11,1301714,26880,48.43,298848,
2023-04-12,316195,5136,61.56,57623,
2023-04-13,303192,4770,63.56,77337,
2023-04-17,266827,4220,63.23,47004,
2023-04-18,301619,4948,60.96,67802,
2023-04-19,686630,24749,27.74,126213,
2023-04-20,278576,4591,60.68,42560,
2023-04-21,177577,3756,47.28,36083,
2023-04-24,435120,8232,52.86,126821,
2023-04-25,341040,6961,48.99,100375,
2023-04-26,1458028,41263,35.33,325967,
2023-04-27,853677,26860,31.78,140584,
2023-04-28,294958,5374,54.89,87302,
2023-05-02,297326,4861,61.17,57157,
2023-05-03,658919,27976,23.55,191113,
2023-05-04,2998196,53214,56.34,591555,
2023-05-05,339157,10585,32.04,77319,
2023-05-08,236936,6137,38.61,54583,
2023-05-09,318180,4699,67.71,69539,
2023-05-10,467560,8630,54.18,98936,
2023-05-11,782834,8302,94.29,207797,
2023-05-12,225038,4306,52.26,42788,
2023-05-15,246661,8299,29.72,83787,
2023-05-16,308959,8322,37.13,69206,
2023-05-17,259154,10532,24.61,37120,
2023-05-18,245424,10900,22.52,71992,
2023-05-19,255272,6532,39.08,44460,
2023-05-22,151060,1929,78.31,43070,
2023-05-23,359610,15865,22.67,109460,
2023-05-24,294784,16010,18.41,79627,
2023-05-25,245004,8950,27.37,65130,
2023-05-26,235863,10526,22.41,31219,
2023-05-29,209190,5641,37.08,47613,
2023-05-30,437900,30630,14.3,80634,
2023-05-31,327906,25459,12.88,67581,
2023-06-01,154819,8821,17.55,44811,
