Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2019-09-30,2979,44,67.7,2533
2019-10-01,4866,118,41.24,2519
2019-10-02,4866,118,41.24,2519
2019-10-03,3427,112,30.6,2771
2019-10-04,8121,105,77.34,5558
2019-10-07,9313,178,52.32,7760
2019-10-08,9313,178,52.32,7760
2019-10-09,2735,115,23.78,2578
2019-10-10,1162,84,13.83,1080
2019-10-11,2983,94,31.73,2298
2019-10-14,3757,133,28.25,2400
2019-10-15,6552,111,59.03,5968
2019-10-16,2355,139,16.94,1222
2019-10-17,1380,93,14.84,1152
2019-10-18,4221,137,30.81,3398
2019-10-21,4221,137,30.81,3398
2019-10-22,7711,199,38.75,4798
2019-10-23,1285,129,9.96,1180
2019-10-24,2973,110,27.03,2802
2019-10-25,9081,138,65.8,8723
2019-10-29,13934,283,49.24,9932
2019-10-30,20619,157,131.33,20551
2019-10-31,13190,208,63.41,10756
2019-11-01,4333,157,27.6,3040
2019-11-04,7663,197,38.9,5573
2019-11-05,4090,218,18.76,2125
2019-11-06,3012,127,23.72,2041
2019-11-07,3097,147,21.07,2781
2019-11-08,3502,123,28.47,2235
2019-11-11,3264,136,24.0,1356
2019-11-12,3264,136,24.0,1356
2019-11-13,3848,218,17.65,3532
2019-11-14,2820,292,9.66,2436
2019-11-15,2314,246,9.41,2024
2019-11-18,7093,244,29.07,4118
2019-11-19,3434,167,20.56,3368
2019-11-20,2810,198,14.19,1723
2019-11-21,9669,213,45.39,6554
2019-11-22,2319,178,13.03,1654
2019-11-25,3327,224,14.85,1769
2019-11-26,2164,275,7.87,1778
2019-11-27,2402,352,6.82,1526
2019-11-28,4485,260,17.25,3091
2019-11-29,3509,285,12.31,3165
2019-12-02,3388,206,16.45,2578
2019-12-03,13275,183,72.54,12015
2019-12-04,1315,173,7.6,1192
2019-12-05,4229,411,10.29,2928
2019-12-06,4380,409,10.71,3000
2019-12-09,3158,349,9.05,2997
2019-12-10,5351,297,18.02,5039
2019-12-11,2060,192,10.73,1739
2019-12-12,5171,158,32.73,3847
2019-12-13,5805,209,27.78,4634
2019-12-16,3698,228,16.22,2017
2019-12-17,1995,198,10.08,1781
2019-12-18,3399,301,11.29,2689
2019-12-19,8271,263,31.45,7312
2019-12-20,5160,282,18.3,3813
2019-12-23,6608,268,24.66,3991
2019-12-24,9228,188,49.09,7938
2019-12-25,9228,188,49.09,7938
2019-12-26,3288,259,12.69,3101
2019-12-27,3753,220,17.06,2427
2019-12-30,9856,293,33.64,9579
2019-12-31,5266,245,21.49,4635
2020-01-01,1963,214,9.17,1723
2020-01-02,4728,227,20.83,3702
2020-01-03,11320,221,51.22,11023
2020-01-06,360994,368,980.96,355303
2020-01-07,4918,378,13.01,3304
2020-01-08,3575,456,7.84,2791
2020-01-09,4403,544,8.09,3468
2020-01-10,2832,352,8.05,2110
2020-01-13,13935,362,38.49,12264
2020-01-14,3096,330,9.38,1975
2020-01-15,10598,368,28.8,7613
2020-01-16,2666,298,8.95,2003
2020-01-17,2847,250,11.39,1562
2020-01-20,6985,410,17.04,5943
2020-01-21,3490,323,10.8,2924
2020-01-22,3401,218,15.6,2540
2020-01-23,3558,281,12.66,2602
2020-01-24,2167,250,8.67,1355
2020-01-27,4004,271,14.77,3265
2020-01-28,3336,304,10.97,2932
2020-01-29,3552,299,11.88,3011
