Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-06-01,2887,192,15.04,2507,
2023-06-02,907,44,20.61,901,
2023-06-05,1895,98,19.34,1418,
2023-06-06,1399,84,16.65,1311,
2023-06-07,652,122,5.34,376,
2023-06-08,2766,94,29.43,2517,
2023-06-09,6832,257,26.58,4583,
2023-06-12,446,59,7.56,267,
2023-06-13,307,53,5.79,165,
2023-06-14,40,7,5.71,11,
2023-06-15,530,79,6.71,381,
2023-06-16,418,43,9.72,340,
2023-06-19,456,65,7.02,411,
2023-06-20,290,47,6.17,125,
2023-06-21,1070,99,10.81,539,
2023-06-22,799,62,12.89,678,
2023-06-23,283,40,7.08,191,
2023-06-26,314,59,5.32,175,
2023-06-27,352,47,7.49,203,
2023-06-28,416,56,7.43,299,
2023-06-30,482,126,3.83,251,
2023-07-03,337,50,6.74,240,
2023-07-04,349,23,15.17,327,
2023-07-05,352,29,12.14,323,
2023-07-06,1192,90,13.24,1100,
2023-07-07,72,17,4.24,44,
2023-07-10,414,62,6.68,341,
2023-07-11,58,10,5.8,54,
2023-07-12,248,46,5.39,188,
2023-07-13,36,14,2.57,28,
2023-07-14,94,15,6.27,88,
2023-07-17,1091,65,16.78,1035,
2023-07-18,1788,123,14.54,1661,
2023-07-19,195,59,3.31,153,
2023-07-20,393,16,24.56,373,
2023-07-21,241,26,9.27,207
2023-07-24,118,40,2.95,90
2023-07-25,326,59,5.53,258
2023-07-26,216,36,6.0,143
2023-07-27,173,44,3.93,144
2023-07-28,95,28,3.39,69
