Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-04-18,4758557,89497,53.17,2174865,
2023-04-19,1569098,33839,46.37,684931,
2023-04-20,204110,7180,28.43,91222,
2023-04-21,175925,10221,17.21,87631,
2023-04-24,182679,11422,15.99,110375,
2023-04-25,103951,12558,8.28,62799,
2023-04-26,128866,7735,16.66,74609,
2023-04-27,408298,17867,22.85,207525,
2023-04-28,213219,7259,29.37,147214,
2023-05-02,115263,8098,14.23,44651,
2023-05-03,275529,20018,13.76,38187,
2023-05-04,149898,13185,11.37,37360,
2023-05-05,120820,8856,13.64,35314,
2023-05-08,374665,8251,45.41,256222,
2023-05-09,159628,8194,19.48,85232,
2023-05-10,123558,10782,11.46,51845,
2023-05-11,100281,6297,15.93,26184,
2023-05-12,47887,3029,15.81,20686,
2023-05-15,231252,11819,19.57,94267,
2023-05-16,131442,10122,12.99,48827,
2023-05-17,419286,24908,16.83,202647,
2023-05-18,451589,25514,17.7,219205,
2023-05-19,201341,10135,19.87,112942,
2023-05-22,382423,19065,20.06,178351,
2023-05-23,317304,20298,15.63,134372,
2023-05-24,468375,6432,72.82,389515,
2023-05-25,178311,7862,22.68,87168,
2023-05-26,144627,7481,19.33,68291,
2023-05-29,1020238,30877,33.04,446078,
2023-05-30,531357,20890,25.44,252720,
2023-05-31,362037,14917,24.27,220702,
2023-06-01,660900,31179,21.2,438002,
2023-06-02,222784,10103,22.05,101145,
2023-06-05,188928,5315,35.55,131161,
2023-06-06,1076525,41922,25.68,424235,
2023-06-07,780429,29204,26.72,384313,
2023-06-08,698937,25309,27.62,284980,
2023-06-09,325305,10427,31.2,190901,
2023-06-12,203239,9461,21.48,96864,
2023-06-13,799500,28481,28.07,298522,
2023-06-14,290891,13457,21.62,183728,
2023-06-15,236283,16444,14.37,89937,
2023-06-16,116913,6014,19.44,52669,
2023-06-19,326647,10043,32.52,238969,
2023-06-20,264495,10863,24.35,132913,
2023-06-21,1610228,62282,25.85,516900,
2023-06-22,406462,15246,26.66,167371,
2023-06-23,294086,13453,21.86,136181,
2023-06-26,214872,11023,19.49,90407,
2023-06-27,526052,26086,20.17,198337,
2023-06-28,366263,18238,20.08,170315,
2023-06-30,665907,25220,26.4,437441,
2023-07-03,341846,18477,18.5,173108,
2023-07-04,1014025,54631,18.56,288084,
2023-07-05,280557,12024,23.33,147618,
2023-07-06,297021,16982,17.49,150407,
2023-07-07,2108743,77631,27.16,366635,
2023-07-10,288013,19848,14.51,114476,
2023-07-11,623828,30353,20.55,318160,
2023-07-12,1575666,61744,25.52,495287,
2023-07-13,1177974,46016,25.6,409363,
2023-07-14,533073,22369,23.83,154267,
2023-07-17,454168,24267,18.72,195697,
2023-07-18,456335,21338,21.39,129762,
2023-07-19,305978,17876,17.12,84779,
2023-07-20,333359,18176,18.34,132088,
2023-07-21,325080,22485,14.46,147080,
2023-07-24,242501,15577,15.57,107713,
2023-07-25,279583,17565,15.92,112273,
2023-07-26,329109,24207,13.6,139276,
2023-07-27,376665,24936,15.11,193516,
2023-07-28,232335,24438,9.51,105639,
2023-07-31,294619,17163,17.17,148231,
2023-08-01,307999,25632,12.02,157571,
2023-08-02,167185,12766,13.1,74939,
2023-08-03,189798,15736,12.06,53088
2023-08-04,220275,14395,15.3,91823
2023-08-07,483855,24955,19.39,257590
2023-08-08,137793,10444,13.19,61298
2023-08-09,239744,18985,12.63,101928
2023-08-10,160490,13292,12.07,76274
2023-08-11,1533205,60789,25.22,625443
2023-08-14,1435523,74977,19.15,548154
2023-08-16,689610,41703,16.54,299623
2023-08-17,1963689,81113,24.21,667642
2023-08-18,1093615,49852,21.94,430981
2023-08-21,512297,25882,19.79,147161
2023-08-22,435797,23658,18.42,172369
2023-08-23,222041,14120,15.73,104613
2023-08-24,549507,23767,23.12,298659
2023-08-25,280855,19442,14.45,134959
2023-08-28,500105,20404,24.51,251888
2023-08-29,323073,12910,25.03,151738
2023-08-30,644288,25489,25.28,252060
2023-08-31,1068001,30900,34.56,578077
2023-09-01,405056,16346,24.78,205305
2023-09-04,469375,20034,23.43,201940
2023-09-05,947734,33213,28.54,389620
2023-09-06,3134206,112641,27.82,856793
2023-09-07,914724,31485,29.05,289132
2023-09-08,343728,18410,18.67,144915
2023-09-11,313254,16231,19.3,151331
2023-09-12,713559,58883,12.12,374826
2023-09-13,415414,21297,19.51,202111
2023-09-14,542649,25560,21.23,173390
2023-09-15,236014,13771,17.14,118112
2023-09-18,133910,9724,13.77,45826
2023-09-20,111200,6825,16.29,43805
2023-09-21,187434,12074,15.52,70865
2023-09-22,273997,16347,16.76,135512
2023-09-25,150440,10207,14.74,49912
2023-09-26,124861,7312,17.08,56354
2023-09-27,99458,6024,16.51,32714
2023-09-28,150429,8493,17.71,68305
2023-09-29,264788,11027,24.01,159259
