Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-05-12,216505,779,277.93,96925,
2023-05-15,644972,1443,446.97,373675,
2023-05-16,192009,1311,146.46,59648,
2023-05-17,143619,828,173.45,77311,
2023-05-18,69500,365,190.41,14783,
2023-05-19,6905,211,32.73,3496,
2023-05-22,20828,306,68.07,19174,
2023-05-23,345940,519,666.55,119557,
2023-05-24,292173,1539,189.85,82724,
2023-05-25,551302,1275,432.39,217794,
2023-05-26,409485,2165,189.14,152224,
2023-05-29,367760,1406,261.56,130138,
2023-05-30,778639,1672,465.69,439674,
2023-05-31,315146,1035,304.49,75518,
2023-06-01,237384,814,291.63,25615,
2023-06-02,362952,479,757.73,134788,
2023-06-05,152579,855,178.45,40503,
2023-06-06,265306,1317,201.45,128163,
2023-06-07,206577,912,226.51,77119,
2023-06-08,130154,1022,127.35,17665,
2023-06-09,65235,351,185.85,10190,
2023-06-12,232711,1487,156.5,88656,
2023-06-13,51558,329,156.71,37114,
2023-06-14,291816,907,321.74,80286,
2023-06-15,167101,1076,155.3,48163,
2023-06-16,17818,482,36.97,10750,
2023-06-19,376863,1343,280.61,143662,
2023-06-20,139125,472,294.76,31427,
2023-06-21,241588,1481,163.12,105252,
2023-06-22,260199,1649,157.79,89297,
2023-06-23,132078,661,199.82,23320,
2023-06-26,198271,1102,179.92,70126,
2023-06-27,565659,2138,264.57,186461,
2023-06-28,308756,1267,243.69,73309,
2023-06-30,171757,581,295.62,39591,
2023-07-03,212171,943,225.0,105574,
2023-07-04,147007,803,183.07,31633,
2023-07-05,202488,618,327.65,93606,
2023-07-06,20133,2284,8.81,5211,
2023-07-07,26303,472,55.73,15301,
2023-07-10,8852,391,22.64,2981,
2023-07-11,140441,374,375.51,33577,
2023-07-12,366172,1678,218.22,122733,
2023-07-13,156709,1929,81.24,35522,
2023-07-14,134519,439,306.42,28396,
2023-07-17,596070,1679,355.01,277147,
2023-07-18,248604,2397,103.71,85544,
2023-07-19,239318,1471,162.69,92396,
2023-07-20,169302,1728,97.98,33020,
2023-07-21,41893,1036,40.44,23807
