Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-08-31,36098037,278909,129.43,16411872
2023-09-01,9720028,90326,107.61,2614223
2023-09-04,3010366,33003,91.21,1298527
2023-09-05,3460816,39050,88.63,1738560
2023-09-06,2759974,28048,98.4,971280
2023-09-07,1515649,17265,87.79,695327
2023-09-08,1008534,17270,58.4,484868
2023-09-11,1107364,14450,76.63,681501
2023-09-12,1383190,19381,71.37,765838
2023-09-13,2802134,28497,98.33,782702
2023-09-14,1490449,16943,87.97,668440
2023-09-15,925930,10404,89.0,479775
