Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-03-16,16,3,5.33,11,
2023-03-20,5,2,2.5,5,
2023-03-21,100000,7,14285.71,100000,
2023-03-23,11,2,5.5,11,
2023-03-24,30,2,15.0,30,
2023-03-27,13,4,3.25,11,
2023-03-29,4518,5,903.6,4501,
2023-04-03,9265,4,2316.25,9264,
2023-04-05,1718,19,90.42,1443,
2023-04-10,100213,11,9110.27,100213,
2023-04-11,27,2,13.5,27,
2023-04-12,837,3,279.0,837,
2023-04-13,280,1,280.0,280,
2023-04-17,35,2,17.5,35,
2023-04-18,1811,5,362.2,1800,
2023-04-19,2500,1,2500.0,2500,
2023-04-20,49,1,49.0,49,
2023-04-21,903,2,451.5,900,
2023-04-25,428,7,61.14,400,
2023-04-26,60,1,60.0,60,
2023-04-27,2515,2,1257.5,2500,
2023-04-28,300,1,300.0,300,
2023-05-02,93,1,93.0,93,
2023-05-04,515,2,257.5,500,
2023-05-05,25,4,6.25,25,
2023-05-08,586,6,97.67,479,
2023-05-09,371,6,61.83,304,
2023-05-10,24,1,24.0,24,
2023-05-11,5,1,5.0,5,
2023-05-16,100,1,100.0,100,
2023-05-17,76,1,76.0,76,
2023-05-18,1950,1,1950.0,1950,
2023-05-19,1210,3,403.33,1210,
2023-05-23,2000,1,2000.0,2000,
2023-05-26,9575,4,2393.75,9505,
2023-05-29,102,2,51.0,102,
2023-05-30,100,1,100.0,100,
2023-05-31,148,3,49.33,148,
2023-06-01,880,2,440.0,880,
2023-06-02,164,7,23.43,144,
2023-06-05,298,5,59.6,278,
2023-06-06,129,5,25.8,99,
2023-06-07,1598,6,266.33,1100,
2023-06-08,172,4,43.0,110,
2023-06-09,1550,3,516.67,1050,
2023-06-12,553,4,138.25,553,
2023-06-13,438,4,109.5,438,
2023-06-14,320,2,160.0,320,
2023-06-16,794,3,264.67,695,
2023-06-19,45,3,15.0,25,
2023-06-20,1081,5,216.2,1001,
2023-06-21,133,4,33.25,73,
2023-06-22,2500,3,833.33,1500,
2023-06-23,92,1,92.0,92,
2023-06-26,3395,7,485.0,3370,
2023-06-27,111,2,55.5,111,
2023-06-28,2743,5,548.6,2552,
2023-06-30,2020,3,673.33,2020,
2023-07-03,26718,14,1908.43,26707,
2023-07-04,8479,7,1211.29,8476,
2023-07-05,48,2,24.0,48,
2023-07-06,1457,8,182.12,1457,
2023-07-07,1236,11,112.36,936,
2023-07-10,2143,10,214.3,2143,
2023-07-11,11070,16,691.88,10815,
2023-07-12,51,6,8.5,37,
2023-07-14,6711,3,2237.0,6707,
2023-07-17,10604,4,2651.0,10604,
2023-07-18,150,6,25.0,100,
2023-07-19,155,3,51.67,155,
2023-07-20,504,5,100.8,502,
2023-07-24,3860,8,482.5,3807,
2023-07-26,1060,5,212.0,901,
2023-07-27,101,4,25.25,90,
2023-07-28,268,6,44.67,249,
2023-07-31,1002,4,250.5,1002,
2023-08-01,58,3,19.33,56,
2023-08-02,15,2,7.5,15,
2023-08-03,326,5,65.2,225
2023-08-04,1146,9,127.33,1134
2023-08-07,288,8,36.0,200
2023-08-08,1290,8,161.25,390
2023-08-09,142,3,47.33,105
2023-08-10,135,2,67.5,130
2023-08-11,491,4,122.75,491
2023-08-14,8026,3,2675.33,6996
