Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-07-11,1005875,9463,106.3,500097,
2023-07-12,947658,9856,96.15,504545,
2023-07-13,524821,5158,101.75,259361,
2023-07-14,322765,3193,101.09,168337,
2023-07-17,339220,4026,84.26,206320,
2023-07-18,240936,3485,69.14,134508,
2023-07-19,108903,1624,67.06,63066,
2023-07-20,103733,1520,68.25,74981,
2023-07-21,360659,3860,93.43,209585,
2023-07-24,334858,3815,87.77,213869,
2023-07-25,157305,1596,98.56,108815,
2023-07-26,268094,4750,56.44,154477,
2023-07-27,148284,2176,68.15,86974,
2023-07-28,175045,3970,44.09,109427,
2023-07-31,349606,5715,61.17,183511,
2023-08-01,831779,13450,61.84,416848,
2023-08-02,344238,5762,59.74,154765,
2023-08-03,211591,4920,43.01,104278
2023-08-04,453017,5310,85.31,288194
2023-08-07,393202,5311,74.04,220124
2023-08-08,274078,4508,60.8,148828
2023-08-09,222272,3612,61.54,121501
2023-08-10,292265,4643,62.95,139232
2023-08-11,168052,4675,35.95,100810
2023-08-14,1490773,19782,75.36,638569
2023-08-16,363868,5788,62.87,186099
2023-08-17,849777,13811,61.53,383816
2023-08-18,430409,12068,35.67,185343
2023-08-21,3064238,33014,92.82,891115
2023-08-22,3343652,42256,79.13,657878
2023-08-23,683675,15095,45.29,257399
2023-08-24,1119078,21083,53.08,291408
2023-08-25,318362,4421,72.01,166775
2023-08-28,246240,3863,63.74,129957
2023-08-29,225021,3540,63.57,123973
2023-08-30,180563,2977,60.65,103508
2023-08-31,247824,3822,64.84,157601
2023-09-01,289030,4628,62.45,159018
2023-09-04,1004172,13013,77.17,502239
2023-09-05,365380,6159,59.32,198088
2023-09-06,338445,5602,60.42,167211
2023-09-07,655512,10340,63.4,295477
2023-09-08,375685,6292,59.71,180896
2023-09-11,404984,7685,52.7,215832
2023-09-12,512501,10246,50.02,272287
2023-09-13,369946,6994,52.89,185780
2023-09-14,134010,3138,42.71,61276
2023-09-15,224258,4602,48.73,135881
2023-09-18,506574,11869,42.68,235080
2023-09-20,215853,7373,29.28,88485
2023-09-21,485827,11700,41.52,193181
2023-09-22,289828,8203,35.33,122364
2023-09-25,354047,10027,35.31,166021
2023-09-26,154826,6345,24.4,78064
2023-09-27,227497,7512,30.28,113480
2023-09-28,477690,14335,33.32,252717
2023-09-29,264479,11067,23.9,127184
2023-10-03,157759,4953,31.85,63843
2023-10-04,242483,5967,40.64,117462
2023-10-05,165437,5401,30.63,70188
2023-10-06,240368,6167,38.98,138115
