Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-02-09,91848,213,431.21,91848,
2023-02-10,8167,60,136.12,8167,
2023-02-13,37703,43,876.81,37703,
2023-02-14,2170,18,120.56,2170,
2023-02-15,2560,24,106.67,2560,
2023-02-16,2537,30,84.57,2537,
2023-02-17,2588,22,117.64,2588,
2023-02-20,594,19,31.26,594,
2023-02-21,4030,21,191.9,4030,
2023-02-22,786,14,56.14,786,
2023-02-23,16924,21,805.9,16924,
2023-02-24,1855,25,74.2,1855,
2023-02-27,854,21,40.67,854,
2023-02-28,582,14,41.57,582,
2023-03-01,5021,24,209.21,5021,
2023-03-02,5830,39,149.49,5820,
2023-03-03,13323,38,350.61,13323,
2023-03-06,16248,71,228.85,16237,
2023-03-08,277700,255,1089.02,277479,
2023-03-09,70751,65,1088.48,70751,
2023-03-10,387350,401,965.96,235809,
2023-03-13,119462,374,319.42,84086,
2023-03-14,39798,76,523.66,39765,
2023-03-15,27948,76,367.74,25429,
2023-03-16,26133,44,593.93,26131,
2023-03-17,103875,811,128.08,89266,
2023-03-20,77741,334,232.76,49305,
2023-03-21,56301,287,196.17,43884,
2023-03-22,30338,176,172.38,28414,
2023-03-23,19395,56,346.34,19387,
2023-03-24,27167,47,578.02,27157,
2023-03-27,30328,28,1083.14,30328,
2023-03-28,17032,43,396.09,17032,
2023-03-29,127565,370,344.77,101508,
2023-03-31,152257,370,411.51,108531,
2023-04-03,17604,68,258.88,17604,
2023-04-05,33489,76,440.64,33489,
2023-04-06,6641,28,237.18,6641,
2023-04-10,2582,24,107.58,2582,
2023-04-11,20076,61,329.11,20076,
2023-04-12,12516,34,368.12,12516,
2023-04-13,50829,92,552.49,50829,
2023-04-17,53698,102,526.45,53698
2023-04-18,20564,43,478.23,20564
2023-04-19,32097,72,445.79,32097
2023-04-20,14923,48,310.9,14923
2023-04-21,9175,40,229.38,9175
2023-04-24,35974,71,506.68,35974
2023-04-25,48359,75,644.79,48359
2023-04-26,36368,63,577.27,36368
2023-04-27,39120,38,1029.47,39120
2023-04-28,39885,52,767.02,39885
2023-05-02,4825,18,268.06,4825
2023-05-03,18341,37,495.7,18341
2023-05-04,14740,21,701.9,14740
2023-05-05,5259,17,309.35,5259
2023-05-08,66661,89,749.0,66661
2023-05-09,26417,44,600.39,26417
2023-05-10,8061,26,310.04,8061
2023-05-11,8074,22,367.0,8074
2023-05-12,8919,32,278.72,8919
2023-05-15,10654,24,443.92,10654
2023-05-16,8706,28,310.93,8706
2023-05-17,75016,171,438.69,75016
2023-05-18,11537,33,349.61,11537
2023-05-19,2501,20,125.05,2501
2023-05-22,5882,21,280.1,5882
2023-05-23,2220,14,158.57,2220
2023-05-24,3667,33,111.12,3667
2023-05-25,2001,24,83.38,2001
2023-05-26,5686,29,196.07,5686
2023-05-29,15558,44,353.59,15558
2023-05-30,83618,229,365.14,83618
2023-05-31,38847,91,426.89,38847
2023-06-01,13734,26,528.23,13734
2023-06-02,16241,15,1082.73,16241
2023-06-05,9517,17,559.82,9517
2023-06-06,16029,21,763.29,16029
2023-06-07,9265,20,463.25,9265
2023-06-08,8290,20,414.5,8290
2023-06-09,19594,43,455.67,19594
2023-06-12,14067,28,502.39,14067
2023-06-13,4811,15,320.73,4811
2023-06-14,3671,22,166.86,3671
2023-06-15,15975,25,639.0,15975
2023-06-16,12443,26,478.58,12443
2023-06-19,10483,30,349.43,10483
2023-06-20,5954,14,425.29,5954
2023-06-21,8214,27,304.22,8214
2023-06-22,16622,23,722.7,16622
2023-06-23,16584,23,721.04,16584
2023-06-26,32587,22,1481.23,32587
2023-06-27,51495,22,2340.68,51495
2023-06-28,6882,29,237.31,6882
2023-06-30,9447,27,349.89,9447
2023-07-03,6851,22,311.41,6851
2023-07-04,28793,19,1515.42,28793
2023-07-05,25858,20,1292.9,25858
2023-07-06,4336,17,255.06,4336
2023-07-07,26444,32,826.38,26444
2023-08-14,172735,172,1004.27,172735
2023-08-16,29447,55,535.4,29447
2023-08-17,54869,101,543.26,54869
2023-08-18,157975,381,414.63,157975
