Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-07-21,265460620,311339,852.64,92352393,
2023-07-24,115622544,338899,341.17,35042726,
2023-07-25,31533256,128843,244.74,10874982,
2023-07-26,8829772,42074,209.86,4375942,
2023-07-27,8765735,40374,217.11,4436581,
2023-07-28,14506626,55174,262.93,6525784,
2023-07-31,7674595,28297,271.22,4279867,
2023-08-01,4207530,22159,189.88,2436933,
2023-08-02,6582622,27706,237.59,3834865,
2023-08-03,3790377,17341,218.58,1636928
2023-08-04,3991555,17688,225.66,1711222
2023-08-07,15148835,40656,372.61,6414117
2023-08-08,6930700,25478,272.03,3460555
2023-08-09,6089259,26338,231.2,2997132
2023-08-10,3365576,15613,215.56,1289471
2023-08-11,2195425,9197,238.71,1018346
2023-08-14,2560844,12580,203.56,1155935
2023-08-16,3786319,14632,258.77,2061955
2023-08-17,7062918,33616,210.11,4815057
2023-08-18,5971511,24251,246.24,3232670
