Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-08-08,1704296,22173,76.86,1704296
2023-08-09,1474563,11279,130.74,1474563
2023-08-10,1336265,14466,92.37,1336265
2023-08-11,229668,3527,65.12,229668
2023-08-14,95221,1312,72.58,95221
2023-08-16,193328,2604,74.24,193328
2023-08-17,189652,1343,141.22,189652
2023-08-18,109971,1593,69.03,109971
2023-08-21,133522,2103,63.49,133522
2023-08-22,103624,1690,61.32,103624
2023-08-23,320410,5238,61.17,193004
2023-08-24,145859,3282,44.44,97022
2023-08-25,246686,6807,36.24,170247
