Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-09-28,10321831,95526,108.05,4291508
2023-09-29,3023857,37793,80.01,1070707
2023-10-03,1364883,33928,40.23,915594
2023-10-04,1938209,32950,58.82,1022964
2023-10-05,1655959,17579,94.2,784022
2023-10-06,749035,14394,52.04,343327
2023-10-09,502791,14931,33.67,255763
2023-10-10,3029622,24781,122.26,1698348
2023-10-11,4898975,45626,107.37,2038641
2023-10-12,4787800,39266,121.93,1285501
2023-10-13,9365099,55146,169.82,3140530
2023-10-16,7834535,41666,188.03,2043217
2023-10-17,3007019,30224,99.49,1103875
2023-10-18,1173630,16388,71.62,538971
2023-10-19,833480,6450,129.22,373608
2023-10-20,897235,8708,103.04,483581
2023-10-23,1147178,13216,86.8,433374
