Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-08-29,1905748,15307,124.5,1905748
2023-08-30,345450,2013,171.61,345450
2023-08-31,1291997,17327,74.57,1291997
2023-09-01,382825,6137,62.38,382825
2023-09-04,252434,4550,55.48,252434
2023-09-05,465461,4710,98.82,465461
2023-09-06,431036,5041,85.51,431036
2023-09-07,211994,2883,73.53,211994
2023-09-08,257871,3473,74.25,257871
2023-09-11,626700,5329,117.6,626700
2023-09-12,755485,6495,116.32,508298
2023-09-13,296944,3200,92.8,196529
2023-09-14,416683,5113,81.49,253963
2023-09-15,367073,6985,52.55,178738
2023-09-18,309635,6217,49.8,194116
2023-09-20,170966,4474,38.21,110198
2023-09-21,301211,7678,39.23,165957
2023-09-22,220935,12683,17.42,112119
2023-09-25,127714,4466,28.6,76967
2023-09-26,78857,3315,23.79,45315
2023-09-27,110823,3002,36.92,76287
2023-09-28,744669,15827,47.05,423094
2023-09-29,725895,17009,42.68,400134
2023-10-03,327401,7601,43.07,158811
2023-10-04,489704,8594,56.98,156400
2023-10-05,168592,3256,51.78,96425
2023-10-06,241597,5152,46.89,122906
2023-10-09,684551,16825,40.69,348818
2023-10-10,1819714,33083,55.0,768775
2023-10-11,1413564,21177,66.75,708125
2023-10-12,1161913,19252,60.35,465848
2023-10-13,1272407,25303,50.29,525476
2023-10-16,856491,16063,53.32,435367
2023-10-17,718842,11806,60.89,355652
2023-10-18,924220,13385,69.05,511581
2023-10-19,1081091,17596,61.44,492540
2023-10-20,1023688,19824,51.64,392602
2023-10-23,688931,14539,47.39,292851
