Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-08-21,11589,655,17.69,6536
2023-08-22,5625,466,12.07,2446
2023-08-23,3523,328,10.74,2287
2023-08-24,3780,406,9.31,2835
2023-08-25,5065,152,33.32,2778
2023-08-28,3149,444,7.09,1662
2023-08-29,2303,257,8.96,1660
2023-08-30,1044,112,9.32,818
2023-08-31,106503,3423,31.11,28756
2023-09-01,16463,3348,4.92,3855
2023-09-04,10401,1839,5.66,3697
2023-09-05,7401,1925,3.84,2120
2023-09-06,3157,613,5.15,1210
2023-09-07,528,102,5.18,189
2023-09-08,9825,721,13.63,6874
2023-09-11,78569,2917,26.93,16319
2023-09-12,21084,3034,6.95,9023
2023-09-13,7606,904,8.41,2550
2023-09-14,3165,359,8.82,1302
2023-09-15,220253,9793,22.49,39755
2023-09-18,14481,1365,10.61,6441
2023-09-20,4975,919,5.41,1867
2023-09-21,8127,832,9.77,4079
2023-09-22,5271,940,5.61,1445
2023-09-25,9630,2747,3.51,2460
2023-09-26,13793,2910,4.74,3366
2023-09-27,3371,520,6.48,1238
2023-09-28,1294,233,5.55,706
2023-09-29,3664,888,4.13,1156
2023-10-03,2380,706,3.37,1018
2023-10-04,1935,68,28.46,1683
2023-10-05,3057,514,5.95,2122
2023-10-06,3491,643,5.43,1806
2023-10-09,4729,413,11.45,3816
2023-10-10,2839,447,6.35,1211
2023-10-11,935,268,3.49,575
2023-10-12,1857,179,10.37,1552
2023-10-13,50007,2329,21.47,31600
2023-10-16,257740,8445,30.52,70838
2023-10-17,29179,2043,14.28,16272
2023-10-18,11007,1544,7.13,6113
2023-10-19,4733,625,7.57,2246
2023-10-20,10716,1673,6.41,4846
2023-10-23,14941,1975,7.57,6748
