Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-03-21,9325,60,155.42,6138,
2023-03-22,8168,116,70.41,3862,
2023-03-23,27890,76,366.97,21643,
2023-03-24,35066,109,321.71,31756,
2023-03-27,8964,54,166.0,5722,
2023-03-28,4277,45,95.04,766,
2023-03-29,36158,77,469.58,12477,
2023-03-31,1427528,129,11066.11,1405314,
2023-04-03,8851,68,130.16,4251,
2023-04-05,16657,79,210.85,12179,
2023-04-06,3632,63,57.65,2531,
2023-04-10,5572,59,94.44,4009,
2023-04-11,27969,106,263.86,16308,
2023-04-12,7595,41,185.24,1055,
2023-04-13,19138,44,434.95,7225,
2023-04-17,41368,110,376.07,27834,
2023-04-18,30980,139,222.88,3297,
2023-04-19,13891,105,132.3,10169,
2023-04-20,14349,61,235.23,7651,
2023-04-21,11516,65,177.17,2381,
2023-04-24,28343,107,264.89,24170,
2023-04-25,13024,100,130.24,10448,
2023-04-26,15535,139,111.76,8788,
2023-04-27,8832,76,116.21,4566,
2023-04-28,43561,135,322.67,31261,
2023-05-02,28042,169,165.93,14522,
2023-05-03,17192,130,132.25,8727,
2023-05-04,54418,70,777.4,7028,
2023-05-05,32137,193,166.51,17091,
2023-05-08,71488,253,282.56,35073,
2023-05-09,71865,515,139.54,67169,
2023-05-10,103808,390,266.17,34714,
2023-05-11,61857,216,286.38,23352,
2023-05-12,7740,95,81.47,4786,
2023-05-15,41438,97,427.2,36846,
2023-05-16,40094,118,339.78,8926,
2023-05-17,32955,135,244.11,10437,
2023-05-18,102791,287,358.16,83136,
2023-05-19,33162,179,185.26,15816,
2023-05-22,40142,211,190.25,19681,
2023-05-23,11479,88,130.44,7925,
2023-05-24,32681,159,205.54,14074,
2023-05-25,21684,165,131.42,14768,
2023-05-26,82401,80,1030.01,9182,
2023-05-29,49075,117,419.44,27259,
2023-05-30,9336,75,124.48,6741,
2023-05-31,54958,93,590.95,5073,
2023-06-01,85606,173,494.83,65468,
2023-06-02,43388,132,328.7,34417,
2023-06-05,6269,73,85.88,4051,
2023-06-06,8069,86,93.83,3443,
2023-06-07,52139,107,487.28,24210,
2023-06-08,31704,115,275.69,7837,
2023-06-09,43213,166,260.32,33522,
2023-06-12,19369,88,220.1,9604,
2023-06-13,2483,47,52.83,1415,
2023-06-14,14246,62,229.77,12528,
2023-06-15,25554,276,92.59,21226,
2023-06-16,26043,120,217.03,21916,
2023-06-19,90851,118,769.92,46042,
2023-06-20,23583,94,250.88,14478,
2023-06-21,95993,96,999.93,53518,
2023-06-22,21881,140,156.29,19557,
2023-06-23,54346,217,250.44,29400,
2023-06-26,39120,172,227.44,32748,
2023-06-27,25697,74,347.26,20462,
2023-06-28,7645,54,141.57,2878,
2023-06-30,60600,160,378.75,51668,
2023-07-03,125666,633,198.52,102846,
2023-07-04,234118,641,365.24,89467,
2023-07-05,61142,275,222.33,43361,
2023-07-06,62822,209,300.58,42540,
2023-07-07,70313,291,241.63,35731,
2023-07-10,109194,335,325.95,82667,
2023-07-11,87076,184,473.24,25516,
2023-07-12,89846,135,665.53,43516,
2023-07-13,201306,398,505.79,85817,
2023-07-14,85533,301,284.16,16552,
2023-07-17,229086,223,1027.29,96686,
2023-07-18,133117,283,470.38,83703,
2023-07-19,32017,174,184.01,17890,
2023-07-20,75527,200,377.63,35205,
2023-07-21,45577,228,199.9,20640,
2023-07-24,297394,389,764.51,55461,
2023-07-25,48995,261,187.72,39773,
2023-07-26,210408,152,1384.26,62352,
2023-07-27,86676,196,442.22,10907,
2023-07-28,9157,100,91.57,6765,
2023-07-31,49962,192,260.22,30331,
2023-08-01,41221,228,180.79,28955,
2023-08-02,333458,612,544.87,301546,
2023-08-03,64122,240,267.18,30994
2023-08-04,104794,358,292.72,46363
2023-08-07,121142,908,133.42,108418
2023-08-08,127426,378,337.11,55697
2023-08-09,80676,326,247.47,19152
2023-08-10,67787,273,248.3,31988
2023-08-11,132337,477,277.44,67684
2023-08-14,72134,409,176.37,46902
