Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-04-25,27102,218,124.32,27102,
2023-04-26,73756,279,264.36,73756,
2023-04-27,36030,266,135.45,36030,
2023-04-28,29467,259,113.77,29467,
2023-05-02,23341,122,191.32,23341,
2023-05-03,4700,62,75.81,4700,
2023-05-04,6752,68,99.29,6752,
2023-05-05,7283,71,102.58,7283,
2023-05-08,25730,175,147.03,25730,
2023-05-09,87559,185,473.29,87559,
2023-05-10,73940,573,129.04,51624,
2023-05-11,37392,345,108.38,33852,
2023-05-12,11319,173,65.43,8409,
2023-05-15,29906,344,86.94,23276,
2023-05-16,10954,155,70.67,8389,
2023-05-17,19913,209,95.28,17115,
2023-05-18,14252,307,46.42,10040,
2023-05-19,3140,102,30.78,2226,
2023-05-22,13970,165,84.67,8469,
2023-05-23,82484,477,172.92,65333,
2023-05-24,45540,619,73.57,32019,
2023-05-25,37506,343,109.35,28299,
2023-05-26,6045,203,29.78,4051,
2023-05-29,10070,198,50.86,7784,
2023-05-30,19726,269,73.33,16656,
2023-05-31,19185,416,46.12,11735,
2023-06-01,22152,440,50.35,16104,
2023-06-02,11565,179,64.61,7129,
2023-06-05,16236,244,66.54,8688,
2023-06-06,18184,235,77.38,13837,
2023-06-07,20030,353,56.74,12892,
2023-06-08,10239,173,59.18,5390,
2023-06-09,4791,103,46.51,2454,
2023-06-12,18628,184,101.24,15856,
2023-06-13,61797,596,103.69,30175,
2023-06-14,10942,177,61.82,8186,
2023-06-15,3346,78,42.9,2024,
2023-06-16,10873,117,92.93,9627,
2023-06-19,11013,179,61.53,8634,
2023-06-20,8798,99,88.87,7085,
2023-06-21,15504,283,54.78,10647,
2023-06-22,21028,253,83.11,17290,
2023-06-23,74072,1143,64.8,56081,
2023-06-26,19503,242,80.59,13971,
2023-06-27,37001,571,64.8,27273,
2023-06-28,28309,671,42.19,19230,
2023-06-30,17386,275,63.22,12794,
2023-07-03,17883,303,59.02,10437,
2023-07-04,7367,162,45.48,4495,
2023-07-05,8969,167,53.71,6996,
2023-07-06,11096,179,61.99,8270,
2023-07-07,9393,171,54.93,6607,
2023-07-10,56642,349,162.3,40300,
2023-07-11,25849,199,129.89,23823,
2023-07-12,9338,130,71.83,7568,
2023-07-13,10300,225,45.78,9347,
2023-07-14,22810,908,25.12,18571,
2023-07-17,68728,910,75.53,49211,
2023-07-18,73235,632,115.88,60635,
2023-07-19,34226,388,88.21,26363,
2023-07-20,22598,437,51.71,14635,
2023-07-21,7393,138,53.57,5383,
2023-07-24,13926,391,35.62,8767,
2023-07-25,13348,457,29.21,7884,
2023-07-26,18073,270,66.94,13962,
2023-07-27,9826,375,26.2,3163,
2023-07-28,7609,278,27.37,5259,
2023-07-31,8942,188,47.56,7699,
2023-08-01,18064,400,45.16,12973,
2023-08-02,14625,347,42.15,9115,
2023-08-03,13453,392,34.32,9152
2023-08-04,401479,2812,142.77,253697
2023-08-07,93178,1326,70.27,49253
2023-08-08,37152,570,65.18,21406
2023-08-09,64598,1894,34.11,41772
2023-08-10,62354,1618,38.54,32776
2023-08-11,36756,522,70.41,17299
2023-08-14,33697,985,34.21,14838
2023-08-16,20603,579,35.58,12169
2023-08-17,124869,1752,71.27,59740
2023-08-18,32841,1690,19.43,13540
2023-08-21,29925,824,36.32,19077
2023-08-22,29259,1238,23.63,15064
2023-08-23,23335,1530,15.25,12449
2023-08-24,38477,1032,37.28,20321
2023-08-25,70414,1760,40.01,24992
2023-08-28,51995,790,65.82,33365
2023-08-29,15847,390,40.63,10355
2023-08-30,15493,621,24.95,5039
2023-08-31,68201,2027,33.65,18653
2023-09-01,39676,1418,27.98,22379
2023-09-04,26187,681,38.45,14788
2023-09-05,27033,1147,23.57,14193
2023-09-06,10143,495,20.49,4909
2023-09-07,14927,308,48.46,9058
2023-09-08,10180,279,36.49,4392
2023-09-11,13496,610,22.12,5910
2023-09-12,20298,480,42.29,10660
2023-09-13,29271,660,44.35,15577
2023-09-14,6968,273,25.52,3417
2023-09-15,5896,227,25.97,2508
2023-09-18,14402,436,33.03,7393
2023-09-20,4251,244,17.42,1450
2023-09-21,11435,221,51.74,9181
2023-09-22,4780,125,38.24,2410
